Full Name,Team,League,season,Age,Position,Role,Appearances,Time Played,Goals,Goals_p90,xG,xG_p90,npxG,npxG_p90,xGoT,xGoTA,SGA,Goals prevented per xGoT,Assists,Assists_p90,xA,xA_p90,opxA,opxA_p90,xOVA,xOVA_p90,xThreat,xThreat_p90,xThreat from passes,xThreat from passes_p90,xThreat from carries,xThreat from carries_p90
Nico Williams,Athletic Club,La Liga,2022,20,Forward,WAM,5,311,1,0.289,0.474,0.137,0.474,0.137,0.927,,0.656,,1,0.289,0.767,0.222,0.767,0.222,0.963,0.279,0.304,0.088,0.081,0.023,0.223,0.065
Yannick Carrasco,Atlético de Madrid,La Liga,2022,29,Midfielder,CAM,5,326,1,0.276,1.069,0.295,1.069,0.295,1.312,,0.491,,0,,0.244,0.067,0.078,0.021,0.937,0.259,0.086,0.024,0.035,0.01,0.05,0.014
Chimy Avila,Osasuna,La Liga,2022,28,Forward,WAM,4,281,2,0.641,1.66,0.532,0.878,0.281,1.921,,0.581,,0,,0.563,0.18,0.563,0.18,0.925,0.296,0.195,0.062,0.164,0.053,0.03,0.01
Rafa Mir,Sevilla,La Liga,2022,25,Forward,FW,3,216,1,0.417,1.619,0.674,1.619,0.674,1.212,,0.481,,0,,0.243,0.101,0.243,0.101,0.909,0.379,0.737,0.307,0.109,0.045,0.628,0.262
Samuel Lino,Valencia CF,La Liga,2022,22,Forward,FW,5,433,1,0.208,0.956,0.199,0.956,0.199,0.903,,0.437,,0,,0.584,0.121,0.583,0.121,0.873,0.181,0.426,0.089,0.259,0.054,0.167,0.035
Joselu,Espanyol,La Liga,2022,32,Forward,FW,5,450,3,0.6,3.406,0.681,1.843,0.369,3.256,,0.709,,0,,0.155,0.031,0.155,0.031,0.858,0.172,-0.284,-0.057,-0.083,-0.017,-0.201,-0.04
Nabil Fekir,Real Betis,La Liga,2022,29,Forward,CAM,4,254,0,,0.375,0.133,0.375,0.133,0.245,,0.187,,1,0.354,1.197,0.424,0.959,0.34,0.83,0.294,0.395,0.14,0.246,0.087,0.149,0.053
Etienne Capoue,Villarreal,La Liga,2022,34,Midfielder,DMC,5,410,0,,1.073,0.235,1.073,0.235,0.881,,0.32,,0,,0.177,0.039,0.177,0.039,0.83,0.182,0.617,0.135,0.161,0.035,0.455,0.1
Antoine Griezmann,Atlético de Madrid,La Liga,2022,31,Forward,FW,5,136,2,1.324,0.849,0.562,0.849,0.562,1.952,,1.261,,0,,0.447,0.296,0.446,0.295,0.811,0.537,0.218,0.144,0.131,0.087,0.087,0.057
Samu Castillejo,Valencia CF,La Liga,2022,27,Midfielder,WAM,5,398,1,0.226,0.833,0.188,0.833,0.188,0.132,,-0.027,,0,,0.518,0.117,0.492,0.111,0.787,0.178,0.355,0.08,0.232,0.052,0.123,0.028
Lee Kang-In,Mallorca,La Liga,2022,21,Midfielder,WAM,5,418,1,0.215,0.582,0.125,0.582,0.125,0.862,,0.647,,3,0.646,0.747,0.161,0.492,0.106,0.786,0.169,0.166,0.036,0.039,0.008,0.126,0.027
Pedri,Barcelona,La Liga,2022,19,Midfielder,WAM,5,348,1,0.259,0.441,0.114,0.441,0.114,0.851,,0.495,,0,,0.66,0.171,0.66,0.171,0.784,0.203,0.493,0.128,0.357,0.092,0.137,0.035
Matheus Cunha,Atlético de Madrid,La Liga,2022,23,Forward,FW,4,48,0,,0.711,1.333,0.711,1.333,0.419,,-0.055,,0,,0.239,0.448,0.239,0.448,0.78,1.462,0.127,0.238,0.039,0.073,0.088,0.165
Vedat Muriqi,Mallorca,La Liga,2022,28,Forward,FW,5,432,3,0.625,1.592,0.332,1.592,0.332,2.323,,0.98,,0,,0.066,0.014,0.066,0.014,0.735,0.153,-0.012,-0.002,-0.11,-0.023,0.098,0.02
Iago Aspas,Celta de Vigo,La Liga,2022,35,Forward,FW,5,450,5,1,1.736,0.347,0.954,0.191,2.84,,1.354,,1,0.2,0.597,0.119,0.342,0.068,0.723,0.145,0.223,0.045,0.02,0.004,0.202,0.04
Óscar De Marcos,Athletic Club,La Liga,2022,33,Defender,FB,5,450,0,,,,,,,,,,1,0.2,0.79,0.158,0.783,0.157,0.718,0.144,0.591,0.118,0.529,0.106,0.062,0.012
David Silva,Real Sociedad,La Liga,2022,36,Midfielder,CM,5,341,0,,1.024,0.27,1.024,0.27,1.583,,0.643,,0,,0.448,0.118,0.438,0.116,0.718,0.189,0.338,0.089,0.311,0.082,0.027,0.007
Brais Méndez,Real Sociedad,La Liga,2022,25,Midfielder,CAM,5,405,2,0.444,0.925,0.206,0.925,0.206,1.641,,0.869,,0,,0.622,0.138,0.485,0.108,0.705,0.157,0.269,0.06,0.224,0.05,0.045,0.01
Gorka Guruzeta,Athletic Club,La Liga,2022,26,Forward,FW,4,102,2,1.765,1.094,0.965,1.094,0.965,1.576,,0.613,,0,,0.094,0.083,0.094,0.083,0.69,0.609,0.014,0.012,-0.055,-0.048,0.069,0.061
Franco Cervi,Celta de Vigo,La Liga,2022,28,Midfielder,WAM,5,448,0,,0.436,0.088,0.436,0.088,0.32,,0.035,,1,0.201,0.518,0.104,0.484,0.097,0.68,0.137,0.16,0.032,0.119,0.024,0.041,0.008
Sergio Camello,Rayo Vallecano,La Liga,2022,21,Forward,FW,5,319,0,,0.954,0.269,0.954,0.269,0.482,,0.32,,0,,0.079,0.022,0.079,0.022,0.674,0.19,-0.004,-0.001,-0.061,-0.017,0.057,0.016
Yeremi Pino,Villarreal,La Liga,2022,19,Midfielder,WAM,5,316,1,0.285,0.622,0.177,0.622,0.177,0.717,,0.591,,0,,0.331,0.094,0.331,0.094,0.669,0.191,0.085,0.024,0.037,0.011,0.048,0.014
Kike Pérez,Real Valladolid,La Liga,2022,25,Midfielder,CM,5,380,0,,0.499,0.118,0.499,0.118,0.448,,0.029,,0,,0.602,0.142,0.458,0.109,0.667,0.158,0.141,0.033,0.082,0.019,0.059,0.014
Cristhian Stuani,Girona,La Liga,2022,35,Forward,FW,3,187,1,0.481,0.862,0.415,0.862,0.415,1.302,,0.44,,0,,0.085,0.041,0.061,0.03,0.658,0.317,-0.126,-0.06,-0.007,-0.003,-0.119,-0.057
Samuel Chukwueze,Villarreal,La Liga,2022,23,Midfielder,WAM,5,134,0,,0.53,0.356,0.53,0.356,0.22,,-0.122,,1,0.672,0.278,0.187,0.278,0.187,0.653,0.438,0.245,0.165,0.049,0.033,0.196,0.132
Aimar Oroz,Osasuna,La Liga,2022,20,Midfielder,CAM,4,317,2,0.568,2.165,0.615,1.383,0.393,2.479,,0.453,,0,,0.056,0.016,0.056,0.016,0.642,0.182,-0.036,-0.01,-0.02,-0.006,-0.016,-0.004
Yan Couto,Girona,La Liga,2022,20,Defender,FB,4,278,0,,0.058,0.019,0.058,0.019,,,,,0,,0.613,0.199,0.609,0.197,0.628,0.203,0.454,0.147,0.249,0.081,0.205,0.066
Marcos Llorente,Atlético de Madrid,La Liga,2022,27,Midfielder,DMC,4,304,0,,,,,,,,,,0,,0.661,0.196,0.659,0.195,0.627,0.186,0.427,0.126,0.368,0.109,0.059,0.017
Lucas Pérez,Cádiz,La Liga,2022,34,Forward,FW,5,275,0,,0.658,0.215,0.658,0.215,,,,,0,,0.185,0.06,0.153,0.05,0.624,0.204,0.064,0.021,0.063,0.021,0.001,0
Óscar Gil,Espanyol,La Liga,2022,24,Defender,FB,5,436,0,,0.061,0.013,0.061,0.013,0.419,,0.371,,0,,0.599,0.124,0.594,0.123,0.613,0.127,0.133,0.028,0.095,0.02,0.039,0.008
Gavi,Barcelona,La Liga,2022,18,Midfielder,CM,5,352,0,,0.19,0.048,0.19,0.048,,,,,0,,0.694,0.178,0.694,0.177,0.608,0.155,0.185,0.047,0.191,0.049,-0.005,-0.001
Roger Martí,Elche,La Liga,2022,31,Forward,FW,4,238,0,,0.714,0.27,0.714,0.27,,,,,1,0.378,0.037,0.014,0.037,0.014,0.598,0.226,0.024,0.009,-0.013,-0.005,0.037,0.014
Francis Coquelin,Villarreal,La Liga,2022,31,Midfielder,CM,5,135,1,0.667,0.243,0.162,0.243,0.162,0.627,,0.518,,0,,0.557,0.371,0.557,0.371,0.598,0.399,0.253,0.169,0.127,0.085,0.126,0.084
Iván Sánchez,Real Valladolid,La Liga,2022,29,Midfielder,WAM,4,240,0,,0.132,0.049,0.132,0.049,0.168,,0.037,,0,,0.5,0.187,0.499,0.187,0.591,0.222,0.15,0.056,0.008,0.003,0.142,0.053
Ansu Fati,Barcelona,La Liga,2022,19,Forward,WAM,5,120,2,1.5,1.511,1.134,1.511,1.134,1.986,,0.606,,2,1.5,0.055,0.041,0.054,0.041,0.579,0.434,0.193,0.145,-0.031,-0.023,0.224,0.168
Sergio Akieme,Almería,La Liga,2022,24,Defender,FB,4,360,0,,0.266,0.066,0.266,0.066,0.27,,0.13,,0,,0.374,0.094,0.371,0.093,0.577,0.144,0.143,0.036,0.169,0.042,-0.027,-0.007
Javi Galán,Celta de Vigo,La Liga,2022,27,Defender,FB,5,450,0,,0.02,0.004,0.02,0.004,,,,,1,0.2,0.611,0.122,0.607,0.121,0.572,0.114,0.289,0.058,0.052,0.01,0.237,0.047
Clément Grenier,Mallorca,La Liga,2022,31,Midfielder,CM,5,275,0,,0.41,0.134,0.41,0.134,0.246,,-0.139,,0,,0.335,0.11,0.321,0.105,0.568,0.186,0.15,0.049,0.138,0.045,0.012,0.004
Sergi Roberto,Barcelona,La Liga,2022,30,Defender,FB,4,100,1,0.9,0.444,0.399,0.444,0.399,0.503,,0.059,,0,,0.148,0.134,0.148,0.133,0.566,0.509,0.161,0.145,0.114,0.102,0.047,0.042
Luka Modric,Real Madrid,La Liga,2022,37,Midfielder,CM,5,291,1,0.309,0.224,0.069,0.224,0.069,0.816,,0.726,,1,0.309,0.829,0.256,0.704,0.218,0.563,0.174,0.495,0.153,0.374,0.116,0.12,0.037
Luiz Henrique,Real Betis,La Liga,2022,21,Forward,FW,3,189,0,,0.458,0.218,0.458,0.218,0.557,,0.277,,1,0.476,0.202,0.096,0.202,0.096,0.558,0.266,0.075,0.036,-0.007,-0.003,0.082,0.039
William Carvalho,Real Betis,La Liga,2022,30,Midfielder,DMC,4,358,0,,0.617,0.155,0.617,0.155,0.342,,0.213,,0,,0.362,0.091,0.353,0.089,0.556,0.14,0.282,0.071,0.201,0.051,0.081,0.02
Mikel Vesga,Athletic Club,La Liga,2022,29,Midfielder,CM,5,378,0,,0.485,0.115,0.485,0.115,,,,,1,0.238,0.383,0.091,0.383,0.091,0.554,0.132,0.574,0.137,0.458,0.109,0.116,0.028
Aurélien Tchouaméni,Real Madrid,La Liga,2022,22,Midfielder,CM,4,328,0,,0.233,0.064,0.233,0.064,0.143,,0.086,,1,0.274,0.482,0.132,0.481,0.132,0.551,0.151,0.578,0.158,0.376,0.103,0.201,0.055
Borja Mayoral,Getafe,La Liga,2022,25,Forward,FW,5,420,0,,1.47,0.315,0.688,0.147,0.876,,0.094,,0,,0.174,0.037,0.174,0.037,0.55,0.118,0.194,0.042,0.056,0.012,0.138,0.03
Lucas Vázquez,Real Madrid,La Liga,2022,31,Midfielder,WAM,4,259,1,0.347,0.502,0.174,0.502,0.174,0.548,,0.129,,0,,0.203,0.071,0.202,0.07,0.549,0.191,0.206,0.072,0.132,0.046,0.074,0.026
Portu,Getafe,La Liga,2022,30,Forward,WAM,5,212,0,,0.598,0.254,0.598,0.254,0.468,,-0.103,,0,,0.103,0.044,0.016,0.007,0.545,0.231,-0.078,-0.033,-0.024,-0.01,-0.054,-0.023
Takefusa Kubo,Real Sociedad,La Liga,2022,21,Midfielder,WAM,5,289,1,0.311,0.878,0.273,0.878,0.273,0.614,,-0.161,,0,,0.429,0.134,0.242,0.075,0.544,0.169,0.278,0.087,0.101,0.031,0.178,0.055
Ez Abde,Osasuna,La Liga,2022,20,Forward,WAM,1,9,0,,0.034,0.337,0.034,0.337,,,,,1,10,0.498,4.984,0.498,4.984,0.532,5.316,0.287,2.874,0.253,2.528,0.035,0.346
Jules Koundé,Barcelona,La Liga,2022,23,Defender,CB,2,180,0,,0.407,0.204,0.407,0.204,,,,,2,1,0.77,0.385,0.768,0.384,0.52,0.26,0.293,0.147,0.258,0.129,0.036,0.018
Rubén García,Osasuna,La Liga,2022,29,Midfielder,WAM,3,54,1,1.667,0.974,1.623,0.974,1.623,0.891,,0.35,,0,,0.175,0.292,0.065,0.109,0.504,0.84,0.077,0.128,0.029,0.049,0.048,0.079
Nico González,Valencia CF,La Liga,2022,20,Midfielder,CM,5,191,1,0.471,0.836,0.394,0.836,0.394,0.29,,-0.089,,0,,0.126,0.059,0.126,0.059,0.498,0.235,0.31,0.146,0.1,0.047,0.21,0.099
Óscar Trejo,Rayo Vallecano,La Liga,2022,34,Midfielder,CAM,5,364,0,,0.508,0.126,0.508,0.126,0.52,,0.039,,1,0.247,0.259,0.064,0.177,0.044,0.491,0.121,0.107,0.026,0.041,0.01,0.066,0.016
Óscar Plano,Real Valladolid,La Liga,2022,31,Forward,CAM,5,200,0,,0.124,0.056,0.124,0.056,,,,,0,,0.465,0.209,0.465,0.209,0.491,0.221,0.048,0.021,0.029,0.013,0.018,0.008
Pol Lirola,Elche,La Liga,2022,25,Defender,FB,3,201,0,,,,,,,,,,0,,0.561,0.251,0.559,0.25,0.49,0.22,0.226,0.101,0.183,0.082,0.043,0.019
Gonzalo Plata,Real Valladolid,La Liga,2022,21,Forward,CM,3,163,0,,0.466,0.257,0.466,0.257,0.022,,-0.01,,0,,0.151,0.083,0.151,0.083,0.483,0.267,0.128,0.071,0.031,0.017,0.097,0.054
Sergio León,Real Valladolid,La Liga,2022,33,Forward,FW,4,119,0,,0.631,0.477,0.631,0.477,0.927,,0.309,,1,0.756,0.024,0.018,0.024,0.018,0.462,0.35,0.027,0.02,-0.024,-0.018,0.051,0.039
Álex Collado,Elche,La Liga,2022,23,Midfielder,CM,4,291,1,0.309,0.598,0.185,0.598,0.185,1.08,,0.606,,0,,0.183,0.056,0.169,0.052,0.461,0.143,0.15,0.046,0.112,0.035,0.038,0.012
Rodrigo Riquelme,Girona,La Liga,2022,22,Midfielder,CM,4,282,0,,0.444,0.142,0.444,0.142,0.306,,0.147,,0,,0.304,0.097,0.303,0.097,0.461,0.147,0.187,0.06,0.028,0.009,0.16,0.051
Ángel Correa,Atlético de Madrid,La Liga,2022,27,Forward,CAM,5,108,1,0.833,0.615,0.512,0.615,0.512,0.442,,0.007,,0,,0.24,0.2,0.232,0.193,0.46,0.383,-0.051,-0.043,-0.077,-0.064,0.026,0.022
Sergi Darder,Espanyol,La Liga,2022,28,Midfielder,CM,5,450,0,,0.05,0.01,0.05,0.01,,,,,0,,0.846,0.169,0.589,0.118,0.459,0.092,0.704,0.141,0.539,0.108,0.165,0.033
Lucas Boyé,Elche,La Liga,2022,26,Forward,FW,4,198,0,,0.356,0.162,0.356,0.162,0.058,,0.043,,1,0.455,0.29,0.132,0.29,0.132,0.457,0.208,0.135,0.061,0.097,0.044,0.038,0.017
Karim Rekik,Sevilla,La Liga,2022,27,Defender,CB,4,261,1,0.345,0.557,0.192,0.557,0.192,0.399,,-0.022,,0,,0.03,0.01,0.03,0.01,0.454,0.156,0.127,0.044,0.084,0.029,0.043,0.015
Reinier,Girona,La Liga,2022,20,Midfielder,CAM,4,191,1,0.471,0.886,0.418,0.886,0.418,0.91,,0.407,,0,,0.121,0.057,0.12,0.057,0.45,0.212,0.022,0.011,0.028,0.013,-0.006,-0.003
Javier Puado,Espanyol,La Liga,2022,24,Forward,FW,4,262,0,,0.439,0.151,0.439,0.151,,,,,0,,0.373,0.128,0.373,0.128,0.436,0.15,0.247,0.085,0.251,0.086,-0.004,-0.001
Salvi Sánchez,Rayo Vallecano,La Liga,2022,31,Midfielder,WAM,4,146,0,,0.076,0.047,0.076,0.047,0.122,,0.046,,0,,0.375,0.231,0.375,0.231,0.428,0.264,0.017,0.01,0.109,0.067,-0.092,-0.057
Daniel Parejo,Villarreal,La Liga,2022,33,Midfielder,CM,5,429,0,,0.153,0.032,0.153,0.032,,,,,0,,1.094,0.229,0.482,0.101,0.42,0.088,0.327,0.069,0.288,0.061,0.039,0.008
Giovani Lo Celso,Villarreal,La Liga,2022,26,Midfielder,CAM,4,308,1,0.292,0.79,0.231,0.79,0.231,1.565,,0.915,,0,,0.256,0.075,0.255,0.074,0.419,0.122,0.234,0.068,0.081,0.024,0.153,0.045
Hugo Mallo,Celta de Vigo,La Liga,2022,31,Defender,FB,5,443,0,,0.437,0.089,0.437,0.089,0.341,,-0.069,,0,,0.222,0.045,0.214,0.043,0.414,0.084,0.455,0.092,0.39,0.079,0.065,0.013
Martín Zubimendi,Real Sociedad,La Liga,2022,23,Midfielder,CM,5,450,0,,0.038,0.008,0.038,0.008,,,,,1,0.2,0.413,0.083,0.412,0.082,0.411,0.082,0.422,0.084,0.33,0.066,0.092,0.018
Rodri,Real Betis,La Liga,2022,22,Midfielder,CAM,4,265,1,0.34,0.545,0.185,0.545,0.185,0.547,,0.059,,0,,0.099,0.034,0.088,0.03,0.401,0.136,0.21,0.071,0.112,0.038,0.098,0.033
Álex Moreno,Real Betis,La Liga,2022,29,Defender,WAM,5,450,0,,0.204,0.041,0.204,0.041,0.641,,0.513,,1,0.2,0.302,0.06,0.292,0.058,0.399,0.08,0.492,0.098,0.316,0.063,0.176,0.035
Juan Iglesias,Getafe,La Liga,2022,24,Defender,FB,5,398,0,,0.032,0.007,0.032,0.007,,,,,0,,0.422,0.095,0.414,0.094,0.399,0.09,0.225,0.051,0.124,0.028,0.101,0.023
Jaume Costa,Mallorca,La Liga,2022,34,Defender,FB,5,450,0,,0.389,0.078,0.389,0.078,0.395,,0.006,,0,,0.166,0.033,0.161,0.032,0.398,0.08,0.181,0.036,0.149,0.03,0.032,0.006
Toni Kroos,Real Madrid,La Liga,2022,32,Midfielder,CM,4,263,0,,0.27,0.092,0.27,0.092,0.106,,0.071,,1,0.342,0.683,0.234,0.399,0.136,0.398,0.136,0.723,0.247,0.597,0.204,0.126,0.043
Srdjan Babic,Almería,La Liga,2022,26,Defender,CB,4,360,0,,0.627,0.157,0.627,0.157,0.907,,0.28,,0,,0.032,0.008,0.031,0.008,0.396,0.099,0.184,0.046,0.122,0.031,0.062,0.015
Isi Palazón,Rayo Vallecano,La Liga,2022,27,Midfielder,WAM,4,257,2,0.7,0.291,0.102,0.291,0.102,0.754,,0.487,,0,,0.339,0.119,0.259,0.091,0.39,0.136,-0.011,-0.004,-0.008,-0.003,-0.004,-0.001
Dani Rodríguez,Mallorca,La Liga,2022,34,Midfielder,CM,5,363,0,,0.365,0.09,0.365,0.09,0.225,,-0.066,,1,0.248,0.181,0.045,0.18,0.045,0.387,0.096,0.175,0.043,0.108,0.027,0.068,0.017
Aleix García,Girona,La Liga,2022,25,Midfielder,CM,5,450,0,,0.074,0.015,0.074,0.015,0.166,,0.123,,1,0.2,0.866,0.173,0.377,0.075,0.384,0.077,0.462,0.092,0.434,0.087,0.028,0.006
Edgar González,Real Betis,La Liga,2022,25,Defender,CB,4,360,0,,0.373,0.093,0.373,0.093,,,,,0,,0.02,0.005,0.019,0.005,0.38,0.095,0.141,0.035,0.114,0.029,0.026,0.007
Antonio Sánchez,Mallorca,La Liga,2022,25,Midfielder,CM,5,165,0,,0.529,0.288,0.529,0.288,0.279,,0.209,,0,,0.058,0.031,0.057,0.031,0.373,0.204,0.072,0.039,0.027,0.015,0.045,0.024
Shon Weissman,Real Valladolid,La Liga,2022,26,Forward,FW,2,108,1,0.833,0.358,0.298,0.358,0.298,0.565,,0.241,,0,,0.257,0.215,0.257,0.215,0.372,0.31,-0.073,-0.061,-0.082,-0.068,0.009,0.007
Rubén Peña,Osasuna,La Liga,2022,31,Defender,WAM,3,214,0,,0.446,0.188,0.446,0.188,0.121,,-0.013,,1,0.421,0.266,0.112,0.265,0.111,0.371,0.156,0.109,0.046,0.053,0.022,0.055,0.023
Jesús Navas,Sevilla,La Liga,2022,36,Defender,FB,3,172,0,,,,,,,,,,0,,0.393,0.205,0.391,0.205,0.369,0.193,0.115,0.06,0.083,0.043,0.033,0.017
Justin Kluivert,Valencia CF,La Liga,2022,23,Forward,WAM,1,26,0,,0.323,1.117,0.323,1.117,0.662,,0.34,,0,,0.048,0.166,0.048,0.166,0.367,1.27,0.118,0.409,0.032,0.112,0.086,0.297
Rodrigo de Paul,Atlético de Madrid,La Liga,2022,28,Midfielder,WAM,5,259,1,0.347,0.223,0.078,0.223,0.078,0.379,,0.175,,1,0.347,0.308,0.107,0.184,0.064,0.361,0.126,0.374,0.13,0.319,0.111,0.055,0.019
