Full Name,Team,League,season,Age,Position,Role,Appearances,Time Played,Goals,Goals_p90,xG,xG_p90,npxG,npxG_p90,xGoT,xGoTA,SGA,Goals prevented per xGoT,Assists,Assists_p90,xA,xA_p90,opxA,opxA_p90,xOVA,xOVA_p90,xThreat,xThreat_p90,xThreat from passes,xThreat from passes_p90,xThreat from carries,xThreat from carries_p90
Thomas Müller,FC Bayern München,Bundesliga,2022,32,Forward,WAM,6,409,1,0.22,1.776,0.391,1.776,0.391,1.379,,0.493,,2,0.44,1.739,0.383,1.735,0.382,1.953,0.43,0.495,0.109,0.363,0.08,0.132,0.029
Dani Olmo,RB Leipzig,Bundesliga,2022,24,Midfielder,CAM,5,351,0,,0.585,0.15,0.585,0.15,0.073,,-0.024,,2,0.513,1.65,0.423,1.478,0.379,1.846,0.473,0.55,0.141,0.477,0.122,0.073,0.019
Niclas Füllkrug,SV Werder Bremen,Bundesliga,2022,29,Forward,FW,6,530,5,0.849,3.851,0.654,2.287,0.388,2.788,,0.567,,0,,0.631,0.107,0.631,0.107,1.779,0.302,0.433,0.074,0.305,0.052,0.128,0.022
Mario Götze,Eintracht Frankfurt,Bundesliga,2022,30,Midfielder,CAM,6,512,1,0.176,0.748,0.132,0.748,0.132,0.605,,-0.128,,0,,1.13,0.199,1.094,0.192,1.674,0.294,0.408,0.072,0.305,0.054,0.103,0.018
Sheraldo Becker,1. FC Union Berlin,Bundesliga,2022,27,Forward,WAM,6,435,5,1.034,1.6,0.331,1.6,0.331,2.526,,1.065,,2,0.414,0.532,0.11,0.532,0.11,1.656,0.343,0.486,0.101,0.307,0.064,0.179,0.037
Serge Gnabry,FC Bayern München,Bundesliga,2022,27,Forward,WAM,6,253,2,0.711,1.536,0.546,1.536,0.546,2.013,,0.839,,1,0.356,0.713,0.254,0.713,0.254,1.645,0.585,0.489,0.174,0.164,0.058,0.325,0.116
Kerem Demirbay,Bayer 04 Leverkusen,Bundesliga,2022,29,Midfielder,CM,6,356,2,0.506,1.18,0.298,1.18,0.298,1.172,,0.356,,0,,1.155,0.292,0.72,0.182,1.643,0.415,0.273,0.069,0.227,0.057,0.047,0.012
Jamal Musiala,FC Bayern München,Bundesliga,2022,19,Forward,CAM,5,339,4,1.062,2.412,0.64,2.412,0.64,2.858,,1.054,,1,0.265,1.008,0.268,1.008,0.268,1.499,0.398,0.44,0.117,0.289,0.077,0.152,0.04
Rodrigo Zalazar,FC Schalke 04,Bundesliga,2022,23,Midfielder,CM,6,324,1,0.278,2.024,0.562,2.024,0.562,1.297,,0.423,,0,,0.251,0.07,0.251,0.07,1.496,0.416,0.277,0.077,0.194,0.054,0.083,0.023
Sargis Adamyan,1. FC Köln,Bundesliga,2022,29,Forward,FW,6,176,1,0.511,1.684,0.861,1.684,0.861,1.269,,0.605,,0,,0.22,0.113,0.22,0.112,1.468,0.75,0.281,0.144,0.094,0.048,0.187,0.096
Jeremie Frimpong,Bayer 04 Leverkusen,Bundesliga,2022,21,Defender,FB,6,504,2,0.357,0.964,0.172,0.964,0.172,1.608,,0.563,,0,,0.852,0.152,0.845,0.151,1.441,0.257,0.881,0.157,0.489,0.087,0.392,0.07
Kingsley Coman,FC Bayern München,Bundesliga,2022,26,Forward,WAM,3,253,1,0.356,0.912,0.324,0.912,0.324,0.784,,0.296,,2,0.711,0.753,0.268,0.742,0.264,1.427,0.508,0.363,0.129,0.211,0.075,0.152,0.054
Christoph Baumgartner,TSG Hoffenheim,Bundesliga,2022,23,Midfielder,CAM,6,427,2,0.422,1.662,0.35,1.662,0.35,1.716,,0.775,,1,0.211,0.576,0.121,0.575,0.121,1.404,0.296,0.7,0.148,0.499,0.105,0.201,0.042
Dodi Lukébakio,Hertha BSC,Bundesliga,2022,24,Forward,WAM,6,508,2,0.354,1.774,0.314,1.774,0.314,1.656,,1.304,,1,0.177,0.69,0.122,0.69,0.122,1.373,0.243,0.418,0.074,0.207,0.037,0.21,0.037
Michael Gregoritsch,Sport-Club Freiburg,Bundesliga,2022,28,Forward,FW,6,467,3,0.578,2.966,0.572,2.966,0.572,4.653,,1.839,,1,0.193,0.503,0.097,0.503,0.097,1.321,0.255,0.431,0.083,0.346,0.067,0.085,0.016
Jude Bellingham,Borussia Dortmund,Bundesliga,2022,19,Midfielder,CM,6,540,0,,1.434,0.239,1.434,0.239,0.355,,0.093,,0,,0.572,0.095,0.571,0.095,1.321,0.22,0.701,0.117,0.331,0.055,0.37,0.062
Alassane Plea,Borussia Mönchengladbach,Bundesliga,2022,29,Forward,FW,5,373,1,0.241,1.595,0.385,0.813,0.196,1.89,,0.496,,2,0.483,0.911,0.22,0.911,0.22,1.292,0.312,1.314,0.317,1.021,0.246,0.293,0.071
Kevin Stöger,VfL Bochum 1848,Bundesliga,2022,29,Midfielder,CAM,6,540,1,0.167,0.395,0.066,0.395,0.066,0.091,,0.067,,1,0.167,1.678,0.28,1.269,0.211,1.285,0.214,0.827,0.138,0.757,0.126,0.07,0.012
Daichi Kamada,Eintracht Frankfurt,Bundesliga,2022,26,Midfielder,CAM,5,351,3,0.769,2.24,0.574,2.24,0.574,2.222,,0.934,,1,0.256,0.831,0.213,0.682,0.175,1.274,0.327,0.098,0.025,-0.034,-0.009,0.132,0.034
Maximilian Arnold,VfL Wolfsburg,Bundesliga,2022,28,Midfielder,CM,6,500,0,,0.149,0.027,0.149,0.027,0.024,,-0.006,,0,,1.598,0.288,1.118,0.201,1.161,0.209,0.514,0.093,0.445,0.08,0.07,0.013
Jonathan Burkardt,1. FSV Mainz 05,Bundesliga,2022,22,Forward,FW,4,210,0,,0.92,0.394,0.92,0.394,0.341,,-0.008,,0,,0.382,0.164,0.382,0.164,1.155,0.495,0.408,0.175,0.329,0.141,0.079,0.034
Chris Führich,VfB Stuttgart,Bundesliga,2022,24,Midfielder,WAM,6,400,2,0.45,0.835,0.188,0.835,0.188,1.476,,0.843,,0,,0.561,0.126,0.465,0.105,1.084,0.244,0.453,0.102,0.322,0.072,0.131,0.03
Julian Ryerson,1. FC Union Berlin,Bundesliga,2022,24,Defender,FB,6,487,0,,0.579,0.107,0.579,0.107,0.629,,0.308,,0,,0.724,0.134,0.71,0.131,1.046,0.193,0.574,0.106,0.47,0.087,0.104,0.019
Benjamin Pavard,FC Bayern München,Bundesliga,2022,26,Defender,CB,5,419,1,0.215,0.387,0.083,0.387,0.083,0.388,,0.296,,0,,1.001,0.215,0.991,0.213,1.044,0.224,0.749,0.161,0.717,0.154,0.031,0.007
Marco Reus,Borussia Dortmund,Bundesliga,2022,33,Midfielder,WAM,6,539,2,0.334,1.608,0.269,1.608,0.269,1.566,,0.615,,2,0.334,0.284,0.047,0.274,0.046,1.043,0.174,0.209,0.035,0.068,0.011,0.14,0.023
Andrej Kramaric,TSG Hoffenheim,Bundesliga,2022,31,Forward,FW,6,496,2,0.363,3.776,0.685,2.212,0.401,2.831,,0.642,,2,0.363,0.562,0.102,0.562,0.102,1.042,0.189,0.224,0.041,-0.072,-0.013,0.297,0.054
Mërgim Berisha,FC Augsburg,Bundesliga,2022,24,Forward,FW,2,163,0,,0.409,0.226,0.409,0.226,,,,,1,0.552,0.905,0.5,0.755,0.417,1.035,0.572,0.282,0.156,0.258,0.143,0.024,0.013
Patrik Schick,Bayer 04 Leverkusen,Bundesliga,2022,26,Forward,FW,6,533,2,0.338,3.786,0.639,3.786,0.639,3.374,,0.9,,0,,0.152,0.026,0.151,0.025,1.034,0.175,-0.165,-0.028,-0.16,-0.027,-0.005,-0.001
Wilfried Kanga,Hertha BSC,Bundesliga,2022,24,Forward,WAM,6,430,0,,1.708,0.357,1.708,0.357,0.41,,-0.188,,0,,0.364,0.076,0.364,0.076,1.008,0.211,0.23,0.048,-0.018,-0.004,0.249,0.052
Roland Sallai,Sport-Club Freiburg,Bundesliga,2022,25,Midfielder,CAM,5,322,0,,1.556,0.435,1.556,0.435,1.264,,0.197,,0,,0.179,0.05,0.179,0.05,0.973,0.272,0.098,0.027,0.035,0.01,0.062,0.017
Grischa Prömel,TSG Hoffenheim,Bundesliga,2022,27,Midfielder,CM,6,521,1,0.173,1.39,0.24,1.39,0.24,0.847,,0.16,,1,0.173,0.464,0.08,0.463,0.08,0.939,0.162,0.134,0.023,0.07,0.012,0.064,0.011
Alphonso Davies,FC Bayern München,Bundesliga,2022,21,Defender,FB,5,445,0,,0.236,0.048,0.236,0.048,0.215,,0.046,,1,0.202,0.984,0.199,0.981,0.198,0.937,0.189,0.967,0.196,0.573,0.116,0.394,0.08
Jean-Paul Boëtius,Hertha BSC,Bundesliga,2022,28,Midfielder,CAM,5,176,0,,1.169,0.598,1.169,0.598,1.073,,-0.064,,0,,0.087,0.044,0.04,0.02,0.93,0.476,0.054,0.028,0.09,0.046,-0.036,-0.018
Joshua Kimmich,FC Bayern München,Bundesliga,2022,27,Midfielder,FB,6,512,2,0.352,0.786,0.138,0.786,0.138,0.806,,0.327,,2,0.352,1.551,0.273,1.038,0.182,0.914,0.161,0.449,0.079,0.768,0.135,-0.32,-0.056
Ridle Baku,VfL Wolfsburg,Bundesliga,2022,24,Midfielder,CM,6,481,0,,0.464,0.087,0.464,0.087,0.282,,-0.042,,0,,0.742,0.139,0.664,0.124,0.897,0.168,0.833,0.156,0.69,0.129,0.143,0.027
Jonas Hector,1. FC Köln,Bundesliga,2022,32,Midfielder,DMC,6,540,0,,0.264,0.044,0.264,0.044,,,,,1,0.167,1.67,0.278,1.447,0.241,0.88,0.147,0.509,0.085,0.658,0.11,-0.15,-0.025
Silvan Widmer,1. FSV Mainz 05,Bundesliga,2022,29,Defender,FB,5,435,0,,1.031,0.213,1.031,0.213,0.362,,-0.039,,0,,0.217,0.045,0.201,0.041,0.875,0.181,0.466,0.096,0.371,0.077,0.094,0.02
Suat Serdar,Hertha BSC,Bundesliga,2022,25,Midfielder,DMC,6,462,2,0.39,1.396,0.272,1.396,0.272,1.327,,0.79,,0,,0.193,0.038,0.192,0.037,0.869,0.169,0.179,0.035,0.137,0.027,0.042,0.008
Jesper Lindstrøm,Eintracht Frankfurt,Bundesliga,2022,22,Midfielder,CAM,6,315,1,0.286,1.202,0.344,1.202,0.344,0.78,,0.252,,0,,0.191,0.054,0.088,0.025,0.867,0.248,0.372,0.106,0.06,0.017,0.312,0.089
Jonjoe Kenny,Hertha BSC,Bundesliga,2022,25,Defender,FB,6,540,0,,0.234,0.039,0.234,0.039,0.342,,0.248,,0,,0.696,0.116,0.688,0.115,0.851,0.142,0.705,0.117,0.634,0.106,0.07,0.012
Benjamin Henrichs,RB Leipzig,Bundesliga,2022,25,Defender,FB,6,424,0,,0.2,0.042,0.2,0.042,,,,,1,0.212,0.757,0.161,0.754,0.16,0.846,0.18,0.403,0.086,0.388,0.082,0.015,0.003
Gerrit Holtmann,VfL Bochum 1848,Bundesliga,2022,27,Forward,WAM,5,344,0,,0.36,0.094,0.36,0.094,0.594,,0.36,,1,0.262,0.647,0.169,0.646,0.169,0.838,0.219,0.114,0.03,0.062,0.016,0.053,0.014
Philipp Hofmann,VfL Bochum 1848,Bundesliga,2022,29,Forward,FW,6,386,1,0.233,0.824,0.192,0.824,0.192,0.952,,0.18,,1,0.233,1.064,0.248,1.064,0.248,0.838,0.195,0.349,0.081,0.172,0.04,0.177,0.041
Jamie Bynoe-Gittens,Borussia Dortmund,Bundesliga,2022,18,Forward,CM,4,161,1,0.559,1.202,0.672,1.202,0.672,0.221,,-0.15,,0,,0.22,0.123,0.22,0.123,0.836,0.468,0.385,0.215,0.19,0.106,0.195,0.109
Anton Stach,1. FSV Mainz 05,Bundesliga,2022,23,Midfielder,CM,5,365,0,,0.63,0.155,0.63,0.155,0.88,,0.395,,1,0.247,0.617,0.152,0.485,0.12,0.814,0.201,0.391,0.096,0.242,0.06,0.149,0.037
Takuma Asano,VfL Bochum 1848,Bundesliga,2022,27,Forward,FW,6,403,0,,0.374,0.084,0.374,0.084,0.341,,0.194,,0,,0.642,0.143,0.642,0.143,0.813,0.182,0.183,0.041,0.205,0.046,-0.022,-0.005
Timo Werner,RB Leipzig,Bundesliga,2022,26,Forward,FW,5,342,1,0.263,1.242,0.327,1.242,0.327,0.118,,0.014,,1,0.263,0.566,0.149,0.565,0.149,0.796,0.21,0.375,0.099,0.102,0.027,0.273,0.072
Dominik Kohr,1. FSV Mainz 05,Bundesliga,2022,28,Midfielder,CM,6,516,1,0.174,0.613,0.107,0.613,0.107,0.409,,0.34,,0,,0.332,0.058,0.33,0.058,0.788,0.137,0.343,0.06,0.266,0.046,0.077,0.013
Benno Schmitz,1. FC Köln,Bundesliga,2022,27,Defender,FB,5,360,0,,0.085,0.021,0.085,0.021,,,,,0,,0.83,0.207,0.815,0.204,0.778,0.195,0.229,0.057,0.145,0.036,0.084,0.021
Jordan Larsson,FC Schalke 04,Bundesliga,2022,25,Forward,FW,5,200,0,,0.722,0.325,0.722,0.325,,,,,0,,0.3,0.135,0.3,0.135,0.772,0.347,0.246,0.111,0.178,0.08,0.068,0.03
Simon Zoller,VfL Bochum 1848,Bundesliga,2022,31,Forward,FW,6,489,2,0.368,2.929,0.539,2.929,0.539,2.805,,0.956,,0,,0.107,0.02,0.106,0.02,0.77,0.142,0.344,0.063,-0.04,-0.007,0.384,0.071
Randal Kolo Muani,Eintracht Frankfurt,Bundesliga,2022,23,Forward,FW,6,465,2,0.387,1.335,0.258,1.335,0.258,1.74,,0.801,,4,0.774,0.931,0.18,0.931,0.18,0.767,0.149,0.57,0.11,0.37,0.072,0.199,0.039
Angeliño,TSG Hoffenheim,Bundesliga,2022,25,Defender,FB,5,375,0,,0.193,0.046,0.193,0.046,0.032,,0.005,,1,0.24,0.733,0.176,0.687,0.165,0.762,0.183,0.244,0.059,0.235,0.057,0.009,0.002
Christian Günter,Sport-Club Freiburg,Bundesliga,2022,29,Defender,FB,6,540,0,,0.795,0.133,0.795,0.133,0.75,,0.189,,0,,0.469,0.078,0.259,0.043,0.759,0.126,0.196,0.033,0.078,0.013,0.119,0.02
Mohamed Simakan,RB Leipzig,Bundesliga,2022,22,Defender,CB,6,416,0,,0.76,0.164,0.76,0.164,0.726,,0.135,,1,0.216,0.24,0.052,0.239,0.052,0.755,0.163,0.543,0.118,0.32,0.069,0.223,0.048
Thorgan Hazard,Borussia Dortmund,Bundesliga,2022,29,Midfielder,WAM,5,209,0,,1.076,0.463,1.076,0.463,1.074,,0.087,,0,,0.236,0.102,0.234,0.101,0.739,0.318,0.338,0.146,0.191,0.082,0.147,0.063
Marvin Plattenhardt,Hertha BSC,Bundesliga,2022,30,Defender,FB,4,360,0,,0.114,0.029,0.114,0.029,0.093,,0.04,,1,0.25,1.193,0.298,0.742,0.186,0.733,0.183,0.207,0.052,0.145,0.036,0.061,0.015
Konstantinos Mavropanos,VfB Stuttgart,Bundesliga,2022,24,Defender,CB,6,534,0,,1.145,0.193,1.145,0.193,0.517,,0.322,,1,0.169,0.261,0.044,0.246,0.041,0.722,0.122,0.224,0.038,0.326,0.055,-0.102,-0.017
Marius Bülter,FC Schalke 04,Bundesliga,2022,29,Forward,WAM,6,482,3,0.56,2.003,0.374,0.439,0.082,2.431,,0.617,,0,,0.6,0.112,0.6,0.112,0.717,0.134,0.507,0.095,0.296,0.055,0.21,0.039
Robert Skov,TSG Hoffenheim,Bundesliga,2022,26,Forward,WAM,6,432,1,0.208,0.483,0.101,0.483,0.101,0.343,,0.15,,1,0.208,0.795,0.166,0.787,0.164,0.701,0.146,0.366,0.076,0.255,0.053,0.11,0.023
Ramy Bensebaïni,Borussia Mönchengladbach,Bundesliga,2022,27,Defender,FB,5,450,1,0.2,0.391,0.078,0.391,0.078,0.412,,0.27,,0,,0.65,0.13,0.646,0.129,0.652,0.13,0.143,0.029,0.039,0.008,0.104,0.021
Jonas Hofmann,Borussia Mönchengladbach,Bundesliga,2022,30,Midfielder,WAM,6,531,1,0.169,1.53,0.259,0.748,0.127,1.7,,0.456,,0,,1.057,0.179,0.505,0.086,0.644,0.109,0.447,0.076,0.213,0.036,0.233,0.04
Munas Dabbur,TSG Hoffenheim,Bundesliga,2022,30,Forward,FW,5,91,2,1.978,1.121,1.109,1.121,1.109,2.05,,1.013,,0,,0.212,0.21,0.212,0.21,0.643,0.636,0.084,0.083,0.054,0.053,0.031,0.03
Woo-Yeong Jeong,Sport-Club Freiburg,Bundesliga,2022,22,Midfielder,WAM,5,157,0,,0.202,0.116,0.202,0.116,0.174,,0.054,,1,0.573,0.605,0.347,0.605,0.347,0.638,0.366,0.236,0.135,0.228,0.131,0.008,0.005
Marius Wolf,Borussia Dortmund,Bundesliga,2022,27,Midfielder,WAM,6,350,1,0.257,0.271,0.07,0.271,0.07,0.606,,0.503,,0,,0.507,0.13,0.501,0.129,0.612,0.157,0.372,0.096,0.219,0.056,0.153,0.039
Florian Neuhaus,Borussia Mönchengladbach,Bundesliga,2022,25,Midfielder,CAM,6,470,0,,0.604,0.116,0.604,0.116,0.091,,-0.008,,0,,0.837,0.16,0.837,0.16,0.611,0.117,0.541,0.104,0.416,0.08,0.125,0.024
Dominick Drexler,FC Schalke 04,Bundesliga,2022,32,Midfielder,CAM,4,238,1,0.378,0.342,0.129,0.342,0.129,0.587,,0.317,,1,0.378,0.4,0.151,0.399,0.151,0.607,0.23,0.276,0.104,0.314,0.119,-0.038,-0.014
Matthijs de Ligt,FC Bayern München,Bundesliga,2022,23,Defender,CB,5,283,1,0.318,0.696,0.221,0.696,0.221,0.994,,0.336,,0,,0.121,0.038,0.121,0.038,0.606,0.193,0.342,0.109,0.174,0.055,0.169,0.054
Borna Sosa,VfB Stuttgart,Bundesliga,2022,24,Defender,FB,5,315,0,,0.206,0.059,0.206,0.059,0.122,,-0.058,,0,,0.804,0.23,0.55,0.157,0.599,0.171,0.248,0.071,0.208,0.059,0.04,0.011
Pavel Kaderábek,TSG Hoffenheim,Bundesliga,2022,30,Defender,FB,6,286,1,0.315,0.643,0.202,0.643,0.202,0.949,,0.411,,0,,0.327,0.103,0.316,0.099,0.588,0.185,0.159,0.05,0.085,0.027,0.074,0.023
Linton Maina,1. FC Köln,Bundesliga,2022,23,Midfielder,WAM,5,186,0,,0.335,0.162,0.335,0.162,0.367,,0.121,,0,,0.372,0.18,0.372,0.18,0.579,0.28,0.408,0.197,0.211,0.102,0.197,0.095
Mitchell Weiser,SV Werder Bremen,Bundesliga,2022,28,Defender,FB,6,512,0,,0.368,0.065,0.368,0.065,0.117,,-0.065,,3,0.527,0.702,0.123,0.692,0.122,0.578,0.102,0.272,0.048,0.34,0.06,-0.068,-0.012
Julian Brandt,Borussia Dortmund,Bundesliga,2022,26,Midfielder,WAM,6,330,1,0.273,0.093,0.025,0.093,0.025,0.12,,0.059,,2,0.545,1.256,0.343,0.85,0.232,0.57,0.156,0.279,0.076,0.088,0.024,0.191,0.052
Anthony Modeste,Borussia Dortmund,Bundesliga,2022,34,Forward,FW,5,434,1,0.207,1.23,0.255,1.23,0.255,1.024,,0.73,,0,,0.188,0.039,0.188,0.039,0.563,0.117,0.103,0.021,-0.019,-0.004,0.123,0.025
Josha Vagnoman,VfB Stuttgart,Bundesliga,2022,21,Defender,FB,5,402,0,,0.735,0.165,0.735,0.165,,,,,0,,0.274,0.061,0.27,0.061,0.558,0.125,0.222,0.05,0.14,0.031,0.081,0.018
Nicolas Höfler,Sport-Club Freiburg,Bundesliga,2022,32,Midfielder,DMC,6,540,0,,0.652,0.109,0.652,0.109,,,,,1,0.167,0.152,0.025,0.152,0.025,0.556,0.093,0.144,0.024,0.164,0.027,-0.02,-0.003
Christoph Kramer,Borussia Mönchengladbach,Bundesliga,2022,31,Midfielder,DMC,6,540,0,,0.013,0.002,0.013,0.002,,,,,0,,0.667,0.111,0.659,0.11,0.551,0.092,0.463,0.077,0.441,0.073,0.022,0.004
Tuta,Eintracht Frankfurt,Bundesliga,2022,23,Defender,CB,6,531,1,0.169,0.66,0.112,0.66,0.112,0.789,,0.192,,0,,0.069,0.012,0.069,0.012,0.547,0.093,0.276,0.047,0.229,0.039,0.047,0.008
Lukas Nmecha,VfL Wolfsburg,Bundesliga,2022,23,Forward,FW,6,502,3,0.538,1.995,0.358,1.995,0.358,2.635,,1.256,,0,,0.131,0.023,0.131,0.023,0.534,0.096,-0.088,-0.016,-0.173,-0.031,0.085,0.015
Marvin Ducksch,SV Werder Bremen,Bundesliga,2022,28,Forward,FW,6,515,0,,1.7,0.297,0.918,0.16,2.719,,1.292,,2,0.35,1.042,0.182,0.989,0.173,0.529,0.092,0.776,0.136,0.519,0.091,0.257,0.045
Karim Onisiwo,1. FSV Mainz 05,Bundesliga,2022,30,Forward,FW,6,519,3,0.52,1.26,0.219,1.26,0.219,1.419,,0.653,,0,,0.448,0.078,0.448,0.078,0.519,0.09,0.254,0.044,0.168,0.029,0.086,0.015
Donyell Malen,Borussia Dortmund,Bundesliga,2022,23,Forward,FW,2,154,0,,0.107,0.063,0.107,0.063,0.065,,-0.007,,0,,0.552,0.323,0.462,0.27,0.517,0.302,0.17,0.099,0.127,0.074,0.043,0.025
Janik Haberer,1. FC Union Berlin,Bundesliga,2022,28,Midfielder,CM,5,354,1,0.254,0.183,0.046,0.183,0.046,0.297,,0.136,,1,0.254,0.442,0.112,0.442,0.112,0.513,0.13,0.308,0.078,0.278,0.071,0.03,0.008
Jan Thielmann,1. FC Köln,Bundesliga,2022,20,Midfielder,WAM,6,356,1,0.253,0.638,0.161,0.638,0.161,1.147,,0.703,,1,0.253,0.237,0.06,0.237,0.06,0.506,0.128,0.038,0.01,0.059,0.015,-0.021,-0.005
Marcel Sabitzer,FC Bayern München,Bundesliga,2022,28,Midfielder,WAM,5,366,0,,0.34,0.083,0.34,0.083,0.1,,-0.006,,0,,0.331,0.081,0.33,0.081,0.484,0.119,0.33,0.081,0.343,0.084,-0.013,-0.003
Sardar Azmoun,Bayer 04 Leverkusen,Bundesliga,2022,27,Forward,FW,6,241,0,,1.149,0.429,1.149,0.429,0.443,,0.23,,0,,0.484,0.181,0.484,0.181,0.474,0.177,0.342,0.128,0.259,0.097,0.084,0.031
Chidera Ejuke,Hertha BSC,Bundesliga,2022,24,Forward,WAM,6,390,0,,0.441,0.102,0.441,0.102,0.406,,0.256,,1,0.231,0.273,0.063,0.272,0.063,0.47,0.108,0.421,0.097,0.181,0.042,0.24,0.055
Paulo Otávio,VfL Wolfsburg,Bundesliga,2022,27,Defender,FB,4,345,0,,0.049,0.013,0.049,0.013,0.035,,0.011,,0,,0.491,0.128,0.488,0.127,0.469,0.122,0.317,0.083,0.22,0.058,0.096,0.025
Stefan Bell,1. FSV Mainz 05,Bundesliga,2022,31,Defender,CB,6,540,0,,0.393,0.065,0.393,0.065,,,,,0,,0.289,0.048,0.288,0.048,0.442,0.074,0.598,0.1,0.512,0.085,0.085,0.014
Romano Schmid,SV Werder Bremen,Bundesliga,2022,22,Midfielder,CAM,5,241,0,,0.105,0.039,0.105,0.039,,,,,0,,0.444,0.166,0.444,0.166,0.44,0.164,0.491,0.183,0.419,0.157,0.072,0.027
Aarón Martín,1. FSV Mainz 05,Bundesliga,2022,25,Defender,FB,6,508,1,0.177,1.053,0.187,0.272,0.048,1.506,,0.647,,1,0.177,0.577,0.102,0.427,0.076,0.44,0.078,0.342,0.061,0.335,0.059,0.007,0.001
Niklas Schmidt,SV Werder Bremen,Bundesliga,2022,24,Midfielder,CAM,4,157,1,0.573,0.378,0.216,0.378,0.216,1.168,,0.824,,0,,0.292,0.167,0.289,0.166,0.431,0.247,0.208,0.119,0.172,0.099,0.036,0.021
Sebastian Rode,Eintracht Frankfurt,Bundesliga,2022,31,Midfielder,CM,4,217,1,0.415,0.251,0.104,0.251,0.104,0.563,,0.312,,1,0.415,0.219,0.091,0.215,0.089,0.423,0.175,0.107,0.044,0.12,0.05,-0.013,-0.005
Christopher Lenz,Eintracht Frankfurt,Bundesliga,2022,27,Defender,FB,5,258,0,,0.063,0.022,0.063,0.022,0.018,,-0.013,,0,,0.504,0.176,0.424,0.148,0.423,0.147,0.224,0.078,0.285,0.099,-0.061,-0.021
Dejan Ljubicic,1. FC Köln,Bundesliga,2022,24,Midfielder,DMC,6,360,2,0.5,0.561,0.14,0.561,0.14,0.84,,0.421,,0,,0.563,0.141,0.563,0.141,0.419,0.105,-0.192,-0.048,0.068,0.017,-0.26,-0.065
Marcel Halstenberg,RB Leipzig,Bundesliga,2022,30,Defender,FB,5,278,0,,0.305,0.099,0.305,0.099,,,,,0,,0.157,0.051,0.154,0.05,0.415,0.134,0.442,0.143,0.401,0.13,0.041,0.013
Matthias Ginter,Sport-Club Freiburg,Bundesliga,2022,28,Defender,CB,6,540,2,0.333,0.46,0.077,0.46,0.077,1.05,,0.615,,1,0.167,0.458,0.076,0.454,0.076,0.407,0.068,0.177,0.03,0.406,0.068,-0.229,-0.038
