Full Name,Team,League,season,Age,Position,Role,Appearances,Time Played,Goals,Goals_p90,xG,xG_p90,npxG,npxG_p90,xGoT,xGoTA,SGA,Goals prevented per xGoT,Assists,Assists_p90,xA,xA_p90,opxA,opxA_p90,xOVA,xOVA_p90,xThreat,xThreat_p90,xThreat from passes,xThreat from passes_p90,xThreat from carries,xThreat from carries_p90
Alexis Sánchez,Marseille,Ligue 1,2022,33,Forward,WAM,5,299,3,0.903,2.328,0.701,1.546,0.465,3.208,,1.482,,0,,0.614,0.185,0.573,0.172,1.274,0.383,0.105,0.032,0.199,0.06,-0.094,-0.028
Luis Suárez,Marseille,Ligue 1,2022,24,Forward,FW,4,168,2,1.071,2.294,1.229,2.294,1.229,2.169,,0.168,,0,,0.097,0.052,0.097,0.052,1.26,0.675,0.17,0.091,0.126,0.067,0.044,0.024
Ludovic Blas,Nantes,Ligue 1,2022,24,Midfielder,CAM,6,478,1,0.188,2.042,0.384,1.26,0.237,1.958,,0.757,,0,,0.464,0.087,0.317,0.06,1.237,0.233,0.393,0.074,0.277,0.052,0.116,0.022
Azzedine Ounahi,Angers,Ligue 1,2022,22,Midfielder,CB,6,518,0,,1.35,0.235,1.35,0.235,0.602,,0.255,,0,,0.66,0.115,0.575,0.1,1.235,0.215,0.798,0.139,0.559,0.097,0.239,0.042
Alexandre Lacazette,Lyon,Ligue 1,2022,31,Forward,FW,5,421,3,0.641,3.061,0.654,2.279,0.487,2.792,,1.002,,1,0.214,0.476,0.102,0.456,0.098,1.217,0.26,0.015,0.003,0.008,0.002,0.006,0.001
Breel Embolo,Monaco,Ligue 1,2022,25,Forward,FW,6,476,1,0.189,1.958,0.37,1.958,0.37,1.388,,0.705,,0,,0.402,0.076,0.401,0.076,1.199,0.227,0.468,0.089,0.07,0.013,0.398,0.075
Evann Guessand,Nantes,Ligue 1,2022,21,Forward,FW,6,391,1,0.23,1.453,0.334,1.453,0.334,1.391,,0.764,,2,0.46,0.317,0.073,0.317,0.073,1.173,0.27,0.416,0.096,-0.05,-0.011,0.466,0.107
Mama Baldé,Troyes,Ligue 1,2022,26,Forward,WAM,6,424,3,0.637,1.817,0.386,1.817,0.386,2.16,,1.253,,1,0.212,0.172,0.036,0.172,0.036,1.153,0.245,-0.128,-0.027,-0.048,-0.01,-0.08,-0.017
Muhammed Cham,Clermont,Ligue 1,2022,21,Forward,FW,6,402,3,0.672,1.308,0.293,1.308,0.293,1.581,,0.5,,0,,0.41,0.092,0.353,0.079,1.139,0.255,0.468,0.105,0.277,0.062,0.191,0.043
Vitinha,Paris Saint-Germain,Ligue 1,2022,22,Midfielder,CAM,5,343,0,,0.996,0.261,0.996,0.261,0.443,,0.291,,0,,0.286,0.075,0.285,0.075,1.116,0.293,0.305,0.08,0.244,0.064,0.061,0.016
Jérémy Le Douaron,Brest,Ligue 1,2022,24,Forward,FW,4,211,2,0.853,2.698,1.151,2.698,1.151,0.988,,-0.009,,0,,0.018,0.008,0.018,0.008,1.049,0.448,-0.123,-0.053,-0.035,-0.015,-0.088,-0.038
Jean Lucas,Monaco,Ligue 1,2022,24,Midfielder,CM,5,281,0,,0.964,0.309,0.964,0.309,0.958,,0.386,,0,,0.202,0.065,0.202,0.065,1.049,0.336,0.173,0.056,0.059,0.019,0.115,0.037
Enzo Tchato Mbiayi,Montpellier,Ligue 1,2022,19,Defender,CB,5,249,1,0.361,0.279,0.101,0.279,0.101,0.502,,0.25,,1,0.361,0.843,0.305,0.84,0.304,1.008,0.364,0.412,0.149,0.336,0.121,0.076,0.028
Faitout Maouassa,Montpellier,Ligue 1,2022,24,Defender,WAM,6,342,1,0.263,0.342,0.09,0.342,0.09,0.442,,0.174,,3,0.789,0.808,0.213,0.787,0.207,0.971,0.256,0.548,0.144,0.427,0.112,0.121,0.032
Franck Honorat,Brest,Ligue 1,2022,26,Midfielder,WAM,6,425,1,0.212,0.35,0.074,0.35,0.074,0.519,,0.44,,1,0.212,1.04,0.22,0.864,0.183,0.971,0.206,-0.049,-0.01,-0.035,-0.007,-0.014,-0.003
Alexis Flips,Reims,Ligue 1,2022,22,Midfielder,WAM,4,119,1,0.756,0.385,0.292,0.385,0.292,0.637,,0.376,,1,0.756,0.857,0.648,0.825,0.624,0.954,0.722,0.344,0.26,0.329,0.249,0.015,0.011
Gaëtan Laborde,Nice,Ligue 1,2022,28,Forward,FW,5,341,2,0.528,1.4,0.37,1.4,0.37,1.768,,0.748,,0,,0.18,0.047,0.18,0.047,0.949,0.251,0.285,0.075,-0.018,-0.005,0.303,0.08
Aaron Ramsey,Nice,Ligue 1,2022,31,Midfielder,CM,6,250,1,0.36,1.217,0.438,1.217,0.438,2.205,,1.018,,0,,0.175,0.063,0.062,0.022,0.934,0.336,0.035,0.013,-0.028,-0.01,0.063,0.023
Krépin Diatta,Monaco,Ligue 1,2022,23,Forward,WAM,5,384,1,0.234,0.721,0.169,0.721,0.169,0.76,,0.353,,0,,0.348,0.082,0.348,0.082,0.925,0.217,0.207,0.048,0.037,0.009,0.17,0.04
Emmanuel Agbadou,Reims,Ligue 1,2022,25,Defender,CB,5,340,0,,0.123,0.033,0.123,0.033,0.024,,-0.002,,0,,0.847,0.224,0.834,0.221,0.878,0.232,0.427,0.113,0.359,0.095,0.068,0.018
Théo Sainte-Luce,Montpellier,Ligue 1,2022,23,Defender,CM,5,357,1,0.252,0.427,0.108,0.427,0.108,0.779,,0.365,,1,0.252,0.61,0.154,0.603,0.152,0.853,0.215,0.484,0.122,0.477,0.12,0.006,0.002
Zakaria Aboukhlal,Toulouse,Ligue 1,2022,22,Forward,FW,6,444,1,0.203,0.867,0.176,0.867,0.176,0.124,,0.048,,1,0.203,0.782,0.159,0.782,0.158,0.842,0.171,0.548,0.111,0.473,0.096,0.075,0.015
Ismaily,Lille,Ligue 1,2022,32,Defender,FB,5,382,1,0.236,0.491,0.116,0.491,0.116,0.299,,0.062,,1,0.236,0.77,0.181,0.766,0.18,0.826,0.195,0.913,0.215,0.682,0.161,0.231,0.054
Seko Fofana,Lens,Ligue 1,2022,27,Midfielder,CM,4,358,2,0.503,1.454,0.366,0.672,0.169,1.486,,0.591,,2,0.503,0.621,0.156,0.621,0.156,0.816,0.205,-0.023,-0.006,-0.08,-0.02,0.056,0.014
Brecht Dejaegere,Toulouse,Ligue 1,2022,31,Midfielder,CM,5,304,0,,0.458,0.135,0.458,0.135,0.066,,-0.005,,0,,0.47,0.139,0.47,0.139,0.787,0.233,0.273,0.081,0.162,0.048,0.111,0.033
Yoann Salmier,Troyes,Ligue 1,2022,29,Defender,CB,6,469,1,0.192,0.839,0.161,0.839,0.161,0.894,,0.294,,0,,0.056,0.011,0.056,0.011,0.785,0.151,0.154,0.03,0.238,0.046,-0.084,-0.016
Jonathan Clauss,Marseille,Ligue 1,2022,29,Defender,FB,6,475,0,,0.648,0.123,0.648,0.123,0.649,,0.23,,2,0.379,0.518,0.098,0.455,0.086,0.776,0.147,0.212,0.04,0.232,0.044,-0.02,-0.004
Sofiane Diop,Nice,Ligue 1,2022,22,Forward,CAM,2,80,1,1.125,0.966,1.086,0.966,1.086,0.933,,0.026,,0,,0.095,0.107,0.061,0.068,0.768,0.864,0.361,0.406,0.047,0.053,0.314,0.353
Malo Gusto,Lyon,Ligue 1,2022,19,Defender,FB,5,413,0,,0.088,0.019,0.088,0.019,0.051,,0.005,,1,0.218,0.884,0.193,0.88,0.192,0.764,0.166,0.489,0.107,0.303,0.066,0.187,0.041
Flavien Tait,Rennes,Ligue 1,2022,29,Midfielder,CAM,6,460,0,,0.672,0.131,0.672,0.131,0.295,,0.172,,0,,0.581,0.114,0.578,0.113,0.759,0.148,0.795,0.156,0.6,0.117,0.196,0.038
Mathias Autret,Auxerre,Ligue 1,2022,31,Midfielder,WAM,6,393,2,0.458,1.56,0.357,0.779,0.178,1.466,,0.182,,0,,0.221,0.051,0.198,0.045,0.756,0.173,0.296,0.068,0.268,0.061,0.028,0.006
Dimitri Payet,Marseille,Ligue 1,2022,35,Midfielder,CAM,5,186,0,,0.883,0.427,0.883,0.427,0.067,,0.015,,1,0.484,0.69,0.334,0.516,0.25,0.752,0.364,0.511,0.247,0.395,0.191,0.115,0.056
Sanjin Prcic,Strasbourg,Ligue 1,2022,28,Midfielder,CM,6,395,0,,0.375,0.086,0.375,0.086,0.2,,-0.029,,1,0.228,0.548,0.125,0.547,0.125,0.748,0.17,0.592,0.135,0.583,0.133,0.009,0.002
Jean Eudes Aholou,Strasbourg,Ligue 1,2022,28,Midfielder,DMC,6,280,0,,0.359,0.115,0.359,0.115,0.381,,-0.026,,0,,0.861,0.277,0.861,0.277,0.747,0.24,0.409,0.132,0.403,0.13,0.006,0.002
Lucas Perrin,Strasbourg,Ligue 1,2022,23,Defender,CB,3,171,0,,,,,,,,,,0,,0.751,0.395,0.744,0.391,0.733,0.386,0.404,0.213,0.374,0.197,0.031,0.016
Cédric Bakambu,Marseille,Ligue 1,2022,31,Forward,FW,3,56,0,,,,,,,,,,1,1.607,0.758,1.219,0.758,1.219,0.724,1.164,0.238,0.382,0.204,0.327,0.034,0.055
Fábio,Nantes,Ligue 1,2022,32,Defender,FB,6,225,0,,0.278,0.111,0.278,0.111,0.548,,0.342,,0,,0.561,0.224,0.559,0.224,0.709,0.284,0.58,0.232,0.523,0.209,0.057,0.023
Branco van den Boomen,Toulouse,Ligue 1,2022,27,Midfielder,CM,6,526,0,,0.445,0.076,0.445,0.076,1.253,,1.001,,2,0.342,1.369,0.234,0.774,0.132,0.701,0.12,0.638,0.109,0.581,0.099,0.057,0.01
Enzo Le Fée,Lorient,Ligue 1,2022,22,Midfielder,CM,5,440,0,,0.3,0.061,0.3,0.061,0.458,,0.186,,1,0.205,0.654,0.134,0.494,0.101,0.697,0.143,0.337,0.069,0.228,0.047,0.108,0.022
Nicolás Tagliafico,Lyon,Ligue 1,2022,30,Defender,FB,5,450,1,0.2,0.718,0.144,0.718,0.144,0.614,,0.212,,0,,0.143,0.029,0.136,0.027,0.695,0.139,0.279,0.056,0.336,0.067,-0.057,-0.011
Thomas Delaine,Strasbourg,Ligue 1,2022,30,Defender,FB,5,353,0,,0.012,0.003,0.012,0.003,0.019,,0.007,,1,0.255,0.752,0.192,0.747,0.19,0.684,0.174,0.396,0.101,0.29,0.074,0.106,0.027
Jean Botué,Ajaccio,Ligue 1,2022,20,Midfielder,WAM,3,147,0,,1.01,0.618,1.01,0.618,,,,,0,,0.037,0.022,0.037,0.022,0.681,0.417,0.065,0.04,-0.008,-0.005,0.074,0.045
Valentin Rongier,Marseille,Ligue 1,2022,27,Midfielder,CM,6,487,0,,0.33,0.061,0.33,0.061,,,,,0,,0.5,0.092,0.5,0.092,0.68,0.126,0.478,0.088,0.399,0.074,0.079,0.015
Lois Diony,Angers,Ligue 1,2022,29,Forward,FW,6,386,1,0.233,1.54,0.359,1.54,0.359,0.367,,0.04,,0,,0.146,0.034,0.144,0.034,0.674,0.157,0.202,0.047,-0.057,-0.013,0.259,0.06
Papa Ndiaga Yade,Troyes,Ligue 1,2022,22,Midfielder,CAM,3,114,0,,0.082,0.065,0.082,0.065,,,,,1,0.789,0.669,0.528,0.668,0.528,0.673,0.531,0.006,0.004,0.031,0.024,-0.025,-0.02
Alexander Djiku,Strasbourg,Ligue 1,2022,28,Defender,CB,6,525,1,0.171,0.595,0.102,0.595,0.102,0.956,,0.419,,0,,0.255,0.044,0.241,0.041,0.67,0.115,1.026,0.176,0.957,0.164,0.069,0.012
Youcef Belaïli,Brest,Ligue 1,2022,30,Midfielder,CM,6,359,0,,0.491,0.123,0.491,0.123,0.179,,0.06,,2,0.501,0.901,0.226,0.459,0.115,0.66,0.165,0.52,0.13,0.358,0.09,0.162,0.041
Mathias Lage,Brest,Ligue 1,2022,25,Midfielder,CM,6,453,0,,0.44,0.087,0.44,0.087,0.61,,0.253,,0,,0.402,0.08,0.402,0.08,0.659,0.131,0.445,0.088,0.287,0.057,0.158,0.031
Sofiane Boufal,Angers,Ligue 1,2022,28,Forward,WAM,5,229,2,0.786,1.445,0.568,0.663,0.26,2.219,,0.914,,2,0.786,0.692,0.272,0.567,0.223,0.646,0.254,0.337,0.132,0.123,0.048,0.214,0.084
Folarin Balogun,Reims,Ligue 1,2022,21,Forward,FW,6,356,5,1.264,4.048,1.023,2.485,0.628,3.958,,0.752,,1,0.253,0.451,0.114,0.451,0.114,0.64,0.162,0.468,0.118,0.195,0.049,0.273,0.069
Mohamed Bayo,Lille,Ligue 1,2022,24,Forward,FW,3,183,0,,0.71,0.349,0.71,0.349,,,,,0,,0.469,0.231,0.469,0.231,0.633,0.311,0.187,0.092,0.345,0.17,-0.159,-0.078
Deiver Machado,Lens,Ligue 1,2022,29,Defender,FB,6,428,1,0.21,0.237,0.05,0.237,0.05,0.58,,0.492,,1,0.21,0.554,0.117,0.552,0.116,0.628,0.132,0.158,0.033,0.105,0.022,0.053,0.011
Wissam Ben Yedder,Monaco,Ligue 1,2022,32,Forward,FW,4,251,0,,0.682,0.244,0.682,0.244,0.163,,-0.115,,0,,0.368,0.132,0.368,0.132,0.625,0.224,0.368,0.132,0.298,0.107,0.07,0.025
Julian Jeanvier,Auxerre,Ligue 1,2022,30,Defender,CB,3,225,1,0.4,0.617,0.247,0.617,0.247,0.809,,0.192,,0,,0.007,0.003,0.007,0.003,0.62,0.248,0.043,0.017,0.041,0.016,0.002,0.001
Saîf-Eddine Khaoui,Clermont,Ligue 1,2022,27,Midfielder,CAM,5,184,1,0.489,0.435,0.213,0.435,0.213,0.846,,0.447,,1,0.489,0.299,0.146,0.282,0.138,0.607,0.297,0.147,0.072,0.108,0.053,0.039,0.019
Pierrick Capelle,Angers,Ligue 1,2022,35,Midfielder,CM,5,241,0,,0.557,0.208,0.557,0.208,0.754,,0.284,,0,,0.217,0.081,0.215,0.08,0.602,0.225,0.137,0.051,0.047,0.018,0.09,0.033
Maxime Gonalons,Clermont,Ligue 1,2022,33,Midfielder,DMC,4,300,1,0.3,0.569,0.171,0.569,0.171,0.974,,0.423,,0,,0.056,0.017,0.054,0.016,0.6,0.18,0.123,0.037,0.116,0.035,0.007,0.002
Gerson,Marseille,Ligue 1,2022,25,Midfielder,WAM,5,273,1,0.33,0.856,0.282,0.856,0.282,1.162,,0.461,,0,,0.112,0.037,0.111,0.037,0.599,0.198,0.193,0.064,0.108,0.036,0.085,0.028
Marshall Munetsi,Reims,Ligue 1,2022,26,Midfielder,CB,6,530,1,0.17,0.691,0.117,0.691,0.117,0.916,,0.393,,0,,0.329,0.056,0.329,0.056,0.599,0.102,0.354,0.06,0.291,0.049,0.062,0.011
Lucas Paquetá,Lyon,Ligue 1,2022,,,,2,161,0,,0.318,0.178,0.318,0.178,0.103,,0.026,,0,,0.607,0.34,0.607,0.339,0.595,0.333,0.245,0.137,0.248,0.139,-0.004,-0.002
Przemyslaw Frankowski,Lens,Ligue 1,2022,27,Midfielder,WAM,6,394,0,,0.593,0.136,0.593,0.136,0.894,,0.507,,1,0.228,0.499,0.114,0.272,0.062,0.581,0.133,0.328,0.075,0.269,0.061,0.059,0.013
Kamory Doumbia,Reims,Ligue 1,2022,19,Midfielder,CAM,6,303,1,0.297,0.942,0.28,0.161,0.048,0.742,,-0.056,,1,0.297,0.559,0.166,0.559,0.166,0.569,0.169,0.349,0.104,0.339,0.101,0.009,0.003
Yusuf Yazici,Lille,Ligue 1,2022,25,Midfielder,CAM,4,202,1,0.446,0.793,0.353,0.793,0.353,0.795,,0.17,,1,0.446,0.281,0.125,0.264,0.118,0.569,0.253,0.206,0.092,0.207,0.092,-0.001,0
Jonathan David,Lille,Ligue 1,2022,22,Forward,WAM,6,540,4,0.667,2.931,0.488,2.149,0.358,1.543,,0.662,,2,0.333,0.572,0.095,0.571,0.095,0.565,0.094,-0.108,-0.018,-0.314,-0.052,0.206,0.034
Axel Disasi,Monaco,Ligue 1,2022,24,Defender,CB,6,540,0,,0.951,0.159,0.17,0.028,0.769,,-0.013,,2,0.333,0.631,0.105,0.63,0.105,0.563,0.094,0.481,0.08,0.365,0.061,0.116,0.019
Habib Diallo,Strasbourg,Ligue 1,2022,27,Forward,FW,6,442,2,0.407,0.763,0.155,0.763,0.155,1.725,,1.053,,0,,1.211,0.247,1.211,0.247,0.55,0.112,0.189,0.038,0.211,0.043,-0.023,-0.005
Sada Thioub,Angers,Ligue 1,2022,27,Midfielder,WAM,6,333,0,,0.071,0.019,0.071,0.019,,,,,1,0.27,0.775,0.209,0.774,0.209,0.546,0.147,0.312,0.084,0.266,0.072,0.047,0.013
Benoît Badiashile,Monaco,Ligue 1,2022,21,Defender,CB,5,323,1,0.279,0.352,0.098,0.352,0.098,0.492,,0.14,,0,,0.385,0.107,0.383,0.107,0.539,0.15,0.605,0.169,0.416,0.116,0.189,0.053
Nicolas Cozza,Montpellier,Ligue 1,2022,23,Defender,CB,6,426,1,0.211,0.328,0.069,0.328,0.069,0.571,,0.242,,1,0.211,0.22,0.047,0.216,0.046,0.536,0.113,0.214,0.045,0.177,0.037,0.037,0.008
Mounaim El Idrissy,Ajaccio,Ligue 1,2022,23,Forward,FW,5,384,1,0.234,0.954,0.224,0.954,0.224,0.729,,0.008,,0,,0.231,0.054,0.231,0.054,0.528,0.124,0.359,0.084,0.117,0.027,0.242,0.057
Arnaud Nordin,Montpellier,Ligue 1,2022,24,Forward,WAM,4,299,1,0.301,0.494,0.149,0.494,0.149,0.953,,0.526,,1,0.301,0.314,0.094,0.178,0.053,0.525,0.158,0.169,0.051,0.042,0.013,0.127,0.038
Maxence Caqueret,Lyon,Ligue 1,2022,22,Midfielder,DMC,4,242,0,,0.103,0.038,0.103,0.038,0.05,,0.013,,0,,0.563,0.21,0.563,0.21,0.521,0.194,0.446,0.166,0.458,0.17,-0.012,-0.005
Mikkel Desler,Toulouse,Ligue 1,2022,27,Defender,CB,6,518,0,,0.318,0.055,0.318,0.055,0.137,,-0.128,,0,,0.439,0.076,0.433,0.075,0.514,0.089,0.795,0.138,0.679,0.118,0.116,0.02
Mouhamadou Diarra,Strasbourg,Ligue 1,2022,18,Midfielder,FW,5,208,0,,0.264,0.114,0.264,0.114,,,,,0,,0.418,0.181,0.418,0.181,0.512,0.221,0.24,0.104,0.062,0.027,0.178,0.077
Angel Gomes,Lille,Ligue 1,2022,22,Midfielder,CAM,6,529,1,0.17,0.427,0.073,0.427,0.073,0.535,,0.402,,0,,0.719,0.122,0.37,0.063,0.512,0.087,0.291,0.049,0.085,0.014,0.206,0.035
Terem Moffi,Lorient,Ligue 1,2022,23,Forward,FW,5,398,4,0.905,3.795,0.858,2.232,0.505,3.343,,0.221,,0,,0.118,0.027,0.118,0.027,0.498,0.113,0.048,0.011,-0.081,-0.018,0.129,0.029
Cyrille Bayala,Ajaccio,Ligue 1,2022,26,Forward,WAM,6,363,1,0.248,0.514,0.128,0.514,0.128,0.768,,0.423,,0,,0.134,0.033,0.128,0.032,0.497,0.123,0.44,0.109,0.139,0.034,0.301,0.075
Haris Belkebla,Brest,Ligue 1,2022,28,Midfielder,CM,6,507,1,0.178,0.241,0.043,0.241,0.043,0.443,,0.278,,0,,0.342,0.061,0.341,0.061,0.493,0.088,0.314,0.056,0.251,0.045,0.063,0.011
Lukasz Poreba,Lens,Ligue 1,2022,22,Midfielder,CM,2,158,0,,0.373,0.213,0.373,0.213,,,,,1,0.57,0.143,0.081,0.143,0.081,0.492,0.28,0.238,0.135,0.219,0.125,0.019,0.011
Wesley Saïd,Lens,Ligue 1,2022,27,Forward,FW,5,108,2,1.667,0.705,0.588,0.705,0.588,0.762,,0.36,,0,,0.061,0.051,0.061,0.051,0.492,0.41,0.098,0.081,0.072,0.06,0.025,0.021
Juan Bernat,Paris Saint-Germain,Ligue 1,2022,29,Defender,FB,4,91,1,0.989,0.539,0.533,0.539,0.533,0.808,,0.285,,0,,0.182,0.18,0.181,0.179,0.489,0.483,0.194,0.192,0.085,0.084,0.109,0.108
Vincent Marchetti,Ajaccio,Ligue 1,2022,25,Midfielder,CM,6,425,0,,0.256,0.054,0.256,0.054,0.375,,0.302,,0,,0.409,0.087,0.409,0.087,0.484,0.103,0.398,0.084,0.268,0.057,0.13,0.028
Rayan Cherki,Lyon,Ligue 1,2022,19,Midfielder,WAM,4,52,0,,0.328,0.568,0.328,0.568,0.53,,0.421,,2,3.462,0.414,0.717,0.338,0.585,0.48,0.83,0.205,0.354,-0.011,-0.02,0.216,0.374
Marco Verratti,Paris Saint-Germain,Ligue 1,2022,29,Midfielder,CM,6,452,0,,,,,,,,,,0,,0.718,0.143,0.703,0.14,0.479,0.095,0.787,0.157,0.548,0.109,0.239,0.048
Komnen Andric,Clermont,Ligue 1,2022,27,Forward,FW,6,372,2,0.484,1.707,0.413,0.926,0.224,1.821,,0.335,,1,0.242,0.304,0.074,0.304,0.074,0.47,0.114,-0.174,-0.042,-0.084,-0.02,-0.09,-0.022
Aleksandr Golovin,Monaco,Ligue 1,2022,26,Midfielder,CM,5,296,0,,0.154,0.047,0.154,0.047,0.096,,-0.014,,1,0.304,0.633,0.193,0.425,0.129,0.466,0.142,0.219,0.067,0.156,0.048,0.063,0.019
Andreas Bruus,Troyes,Ligue 1,2022,23,Defender,FB,2,173,0,,,,,,,,,,1,0.52,0.485,0.252,0.483,0.251,0.463,0.241,0.086,0.045,0.06,0.031,0.026,0.014
Arthur Theate,Rennes,Ligue 1,2022,22,Defender,CB,6,540,1,0.167,0.441,0.073,0.441,0.073,0.584,,0.143,,0,,0.394,0.066,0.388,0.065,0.46,0.077,0.724,0.121,0.703,0.117,0.021,0.003
Bafodé Diakité,Lille,Ligue 1,2022,21,Defender,CB,6,420,0,,0.778,0.167,0.778,0.167,0.287,,-0.064,,0,,0.066,0.014,0.058,0.012,0.46,0.099,0.579,0.124,0.221,0.047,0.357,0.077
Téji Savanier,Montpellier,Ligue 1,2022,30,Midfielder,CM,3,265,2,0.679,0.198,0.067,0.198,0.067,0.827,,0.691,,0,,0.589,0.2,0.319,0.108,0.457,0.155,0.365,0.124,0.301,0.102,0.064,0.022
Edon Zhegrova,Lille,Ligue 1,2022,23,Forward,WAM,5,228,0,,0.263,0.104,0.263,0.104,0.1,,0.069,,0,,0.263,0.104,0.248,0.098,0.455,0.18,0.321,0.127,0.074,0.029,0.246,0.097
Wahbi Khazri,Montpellier,Ligue 1,2022,31,Forward,WAM,4,306,2,0.588,0.685,0.202,0.685,0.202,1.569,,0.967,,1,0.294,0.095,0.028,0.095,0.028,0.454,0.134,0.149,0.044,0.118,0.035,0.032,0.009
