Full Name,Team,League,season,Age,Position,Role,Appearances,Time Played,Goals,Goals_p90,xG,xG_p90,npxG,npxG_p90,xGoT,xGoTA,SGA,Goals prevented per xGoT,Assists,Assists_p90,xA,xA_p90,opxA,opxA_p90,xOVA,xOVA_p90,xThreat,xThreat_p90,xThreat from passes,xThreat from passes_p90,xThreat from carries,xThreat from carries_p90
Boulaye Dia,Salernitana,Serie A,2022,25,Forward,CAM,3,213,2,0.845,1.093,0.462,1.093,0.462,1.359,,0.31,,2,0.845,0.422,0.178,0.422,0.178,1.122,0.474,0.423,0.179,0.013,0.005,0.41,0.173
Giorgos Kyriakopoulos,Sassuolo,Serie A,2022,26,Defender,FB,5,385,0,,0.568,0.133,0.568,0.133,0.354,,0.281,,1,0.234,0.808,0.189,0.807,0.189,1.109,0.259,0.456,0.107,0.334,0.078,0.122,0.028
Mehdi Léris,Sampdoria,Serie A,2022,24,Midfielder,WAM,5,291,0,,1.38,0.427,1.38,0.427,0.902,,-0.306,,0,,0.209,0.065,0.209,0.065,1.02,0.316,0.14,0.043,0.222,0.069,-0.081,-0.025
Nikola Vlasic,Torino,Serie A,2022,24,Midfielder,FW,4,315,2,0.571,1.137,0.325,1.137,0.325,1.183,,0.27,,0,,0.287,0.082,0.287,0.082,0.984,0.281,0.106,0.03,0.003,0.001,0.103,0.029
Hakan Çalhanoglu,Internazionale,Serie A,2022,28,Midfielder,CAM,5,335,1,0.269,0.815,0.219,0.815,0.219,1.041,,0.577,,1,0.269,0.648,0.174,0.496,0.133,0.984,0.264,0.286,0.077,0.217,0.058,0.069,0.019
Eljif Elmas,Napoli,Serie A,2022,22,Midfielder,CM,5,149,1,0.604,0.672,0.406,0.672,0.406,1.205,,0.614,,0,,0.429,0.259,0.429,0.259,0.973,0.588,0.149,0.09,0.084,0.051,0.065,0.039
Karol Linetty,Torino,Serie A,2022,27,Midfielder,CM,4,341,0,,1.06,0.28,1.06,0.28,1.274,,0.389,,0,,0.146,0.039,0.112,0.029,0.96,0.253,0.197,0.052,-0.026,-0.007,0.223,0.059
Teun Koopmeiners,Atalanta,Serie A,2022,24,Midfielder,CM,4,360,4,1,1.867,0.467,0.304,0.076,1.848,,0.171,,0,,0.862,0.215,0.781,0.195,0.94,0.235,0.803,0.201,0.4,0.1,0.402,0.101
Ciro Immobile,Lazio,Serie A,2022,32,Forward,FW,5,450,2,0.4,2.063,0.413,2.063,0.413,2.402,,0.865,,1,0.2,0.266,0.053,0.266,0.053,0.908,0.182,0.349,0.07,-0.079,-0.016,0.429,0.086
Simone Bastoni,Spezia,Serie A,2022,25,Defender,CM,5,395,2,0.456,0.307,0.07,0.307,0.07,0.841,,0.719,,1,0.228,0.861,0.196,0.742,0.169,0.897,0.204,0.256,0.058,0.222,0.05,0.034,0.008
Kevin Lasagna,Verona,Serie A,2022,30,Forward,FW,5,393,1,0.229,1.459,0.334,1.459,0.334,0.946,,0.151,,1,0.229,0.033,0.008,0.033,0.008,0.892,0.204,0.129,0.03,0.012,0.003,0.117,0.027
Rafael Tolói,Atalanta,Serie A,2022,31,Defender,CB,4,332,1,0.271,1.26,0.342,1.26,0.342,0.95,,0.06,,0,,0.136,0.037,0.136,0.037,0.846,0.229,0.221,0.06,0.192,0.052,0.029,0.008
Cyriel Dessers,Cremonese,Serie A,2022,27,Forward,FW,5,412,0,,1.519,0.332,1.519,0.332,,,0.29,,0,,0.337,0.074,0.337,0.074,0.832,0.182,0.179,0.039,0.141,0.031,0.038,0.008
Piotr Zielinski,Napoli,Serie A,2022,28,Midfielder,CM,5,340,1,0.265,0.672,0.178,0.672,0.178,1.186,,0.736,,3,0.794,1.363,0.361,0.747,0.198,0.819,0.217,0.24,0.064,0.14,0.037,0.1,0.026
Riccardo Sottil,Fiorentina,Serie A,2022,23,Forward,WAM,5,323,0,,0.617,0.172,0.617,0.172,0.722,,0.283,,2,0.557,0.558,0.156,0.558,0.155,0.816,0.227,0.632,0.176,0.242,0.067,0.39,0.109
Giovanni Di Lorenzo,Napoli,Serie A,2022,29,Defender,FB,5,450,0,,0.176,0.035,0.176,0.035,0.246,,0.192,,1,0.2,0.763,0.153,0.756,0.151,0.788,0.158,0.684,0.137,0.597,0.119,0.087,0.017
Josh Doig,Verona,Serie A,2022,20,Defender,FB,3,118,1,0.763,0.651,0.497,0.651,0.497,0.871,,0.327,,1,0.763,0.214,0.163,0.214,0.163,0.78,0.595,0.267,0.203,0.194,0.148,0.073,0.055
Andrea Pinamonti,Sassuolo,Serie A,2022,23,Forward,FW,5,346,1,0.26,0.889,0.231,0.889,0.231,0.528,,0.038,,0,,0.702,0.183,0.702,0.183,0.776,0.202,0.126,0.033,0.103,0.027,0.023,0.006
Hans Hateboer,Atalanta,Serie A,2022,28,Defender,FB,3,246,0,,0.037,0.013,0.037,0.013,,,,,0,,0.811,0.297,0.809,0.296,0.773,0.283,0.46,0.168,0.396,0.145,0.064,0.023
Antonio Candreva,Salernitana,Serie A,2022,35,Midfielder,WAM,4,293,0,,0.191,0.059,0.191,0.059,0.088,,0.017,,0,,1.223,0.376,0.705,0.217,0.755,0.232,0.518,0.159,0.434,0.133,0.084,0.026
Sandro Tonali,Milan,Serie A,2022,22,Midfielder,DMC,4,297,0,,0.349,0.106,0.349,0.106,0.149,,-0.099,,1,0.303,0.646,0.196,0.558,0.169,0.723,0.219,0.54,0.164,0.498,0.151,0.042,0.013
Mattia Zaccagni,Lazio,Serie A,2022,27,Midfielder,CM,5,355,1,0.254,0.834,0.211,0.834,0.211,1.513,,0.82,,0,,0.166,0.042,0.166,0.042,0.718,0.182,0.383,0.097,0.202,0.051,0.181,0.046
Samuele Birindelli,Monza,Serie A,2022,23,Defender,FB,4,353,0,,0.491,0.125,0.491,0.125,0.8,,0.395,,0,,0.504,0.128,0.501,0.128,0.714,0.182,0.093,0.024,-0.02,-0.005,0.114,0.029
Matteo Darmian,Internazionale,Serie A,2022,32,Defender,FB,4,251,0,,,,,,,,,,2,0.717,0.77,0.276,0.76,0.272,0.709,0.254,0.438,0.157,0.406,0.146,0.032,0.012
Roberto Soriano,Bologna,Serie A,2022,31,Midfielder,CM,5,230,0,,0.247,0.096,0.247,0.096,0.034,,-0.001,,1,0.391,0.578,0.226,0.577,0.226,0.704,0.275,0.439,0.172,0.372,0.145,0.067,0.026
Matheus Henrique,Sassuolo,Serie A,2022,24,Midfielder,CM,5,300,0,,0.818,0.245,0.818,0.245,0.468,,-0.254,,0,,0.299,0.09,0.298,0.089,0.697,0.209,0.257,0.077,0.145,0.043,0.112,0.034
Maxime Lopez,Sassuolo,Serie A,2022,24,Midfielder,CM,4,360,0,,0.306,0.077,0.306,0.077,0.2,,-0.106,,0,,0.564,0.141,0.562,0.14,0.663,0.166,0.497,0.124,0.384,0.096,0.113,0.028
Ola Aina,Torino,Serie A,2022,25,Defender,FB,4,281,0,,0.051,0.016,0.051,0.016,,,,,0,,0.622,0.199,0.602,0.193,0.623,0.199,0.408,0.131,0.354,0.113,0.054,0.017
Thomas Henry,Verona,Serie A,2022,27,Forward,FW,5,412,2,0.437,1.543,0.337,1.543,0.337,1.738,,0.896,,0,,0.127,0.028,0.127,0.028,0.62,0.135,0.021,0.004,0.015,0.003,0.006,0.001
Fabio Depaoli,Verona,Serie A,2022,25,Defender,FB,4,139,0,,0.099,0.064,0.099,0.064,,,,,0,,0.531,0.344,0.526,0.341,0.593,0.384,0.128,0.083,0.1,0.065,0.028,0.018
Abdelhamid Sabiri,Sampdoria,Serie A,2022,25,Midfielder,WAM,5,429,0,,0.481,0.101,0.481,0.101,0.278,,0.246,,0,,0.951,0.2,0.72,0.151,0.581,0.122,0.578,0.121,0.533,0.112,0.045,0.009
Fabiano Parisi,Empoli,Serie A,2022,21,Defender,FB,4,360,1,0.25,0.36,0.09,0.36,0.09,0.246,,0.057,,0,,0.246,0.062,0.241,0.06,0.58,0.145,0.527,0.132,0.368,0.092,0.159,0.04
Tonny Vilhena,Salernitana,Serie A,2022,27,Midfielder,CM,4,360,1,0.25,0.754,0.188,0.754,0.188,0.901,,0.333,,0,,0.399,0.1,0.339,0.085,0.579,0.145,0.189,0.047,0.195,0.049,-0.006,-0.002
Stephane Singo,Torino,Serie A,2022,21,Defender,FB,3,241,0,,0.668,0.25,0.668,0.25,,,,,0,,0.125,0.047,0.123,0.046,0.559,0.209,0.101,0.038,0.009,0.004,0.091,0.034
Mërgim Vojvoda,Torino,Serie A,2022,27,Defender,FB,2,79,0,,,,,,,,,,1,1.139,0.573,0.653,0.572,0.652,0.555,0.633,0.381,0.434,0.348,0.397,0.032,0.037
Gianluca Caprari,Monza,Serie A,2022,29,Forward,FW,4,305,0,,0.575,0.17,0.575,0.17,0.233,,-0.114,,1,0.295,0.417,0.123,0.417,0.123,0.553,0.163,0.26,0.077,0.114,0.034,0.146,0.043
Sam Lammers,Empoli,Serie A,2022,25,Forward,FW,4,292,0,,0.842,0.26,0.842,0.26,0.372,,-0.078,,1,0.308,0.087,0.027,0.087,0.027,0.549,0.169,-0.259,-0.08,-0.234,-0.072,-0.025,-0.008
Federico Bonazzoli,Salernitana,Serie A,2022,25,Forward,FW,4,308,1,0.292,1.218,0.356,1.218,0.356,0.673,,0.043,,0,,0.099,0.029,0.099,0.029,0.548,0.16,0.07,0.02,-0.013,-0.004,0.083,0.024
Kim Min-Jae,Napoli,Serie A,2022,25,Defender,CB,5,450,2,0.4,0.673,0.135,0.673,0.135,0.93,,0.489,,0,,0.183,0.037,0.183,0.037,0.547,0.109,0.625,0.125,0.454,0.091,0.171,0.034
Ruslan Malinovskyi,Atalanta,Serie A,2022,29,Midfielder,CAM,4,155,1,0.581,0.527,0.306,0.527,0.306,0.257,,-0.168,,1,0.581,0.289,0.168,0.204,0.118,0.546,0.317,0.292,0.169,0.268,0.155,0.024,0.014
Ismaël Bennacer,Milan,Serie A,2022,24,Midfielder,CM,5,421,1,0.214,0.103,0.022,0.103,0.022,0.458,,0.394,,0,,0.911,0.195,0.53,0.113,0.541,0.116,0.559,0.12,0.434,0.093,0.126,0.027
Antonio Sanabria,Torino,Serie A,2022,26,Forward,FW,4,314,1,0.287,1.369,0.392,1.369,0.392,1.844,,0.542,,1,0.287,0.267,0.076,0.267,0.076,0.532,0.152,-0.105,-0.03,0.033,0.01,-0.138,-0.04
Filip Djuricic,Sampdoria,Serie A,2022,30,Midfielder,CAM,5,253,0,,0.391,0.139,0.391,0.139,0.265,,-0.065,,0,,0.313,0.111,0.313,0.111,0.53,0.189,0.35,0.124,0.18,0.064,0.17,0.061
Kristian Thorstvedt,Sassuolo,Serie A,2022,23,Midfielder,CM,5,252,0,,0.28,0.1,0.28,0.1,0.084,,0.056,,0,,0.514,0.184,0.514,0.184,0.527,0.188,0.209,0.075,0.177,0.063,0.031,0.011
Luca Zanimacchia,Cremonese,Serie A,2022,24,Forward,WAM,5,314,0,,0.67,0.192,0.67,0.192,0.171,,-0.04,,0,,0.298,0.085,0.136,0.039,0.526,0.151,0.223,0.064,0.117,0.034,0.107,0.031
Youssef Maleh,Fiorentina,Serie A,2022,24,Midfielder,CM,5,279,0,,0.242,0.078,0.242,0.078,,,,,0,,0.474,0.153,0.473,0.153,0.517,0.167,0.122,0.039,0.138,0.044,-0.016,-0.005
Charles Pickel,Cremonese,Serie A,2022,25,Midfielder,DMC,5,397,0,,0.381,0.086,0.381,0.086,0.153,,-0.058,,0,,0.234,0.053,0.234,0.053,0.487,0.11,0.29,0.066,0.193,0.044,0.097,0.022
Matteo Bianchetti,Cremonese,Serie A,2022,29,Defender,CB,4,303,1,0.297,0.53,0.157,0.53,0.157,0.893,,0.387,,0,,0.03,0.009,0.028,0.008,0.486,0.144,0.151,0.045,0.132,0.039,0.02,0.006
Pierre Kalulu,Milan,Serie A,2022,22,Defender,FB,5,370,0,,0.913,0.222,0.913,0.222,0.601,,0.119,,0,,0.032,0.008,0.031,0.008,0.484,0.118,0.186,0.045,0.138,0.033,0.048,0.012
Aleksey Miranchuk,Torino,Serie A,2022,26,Midfielder,CAM,1,45,1,2,0.45,0.9,0.45,0.9,0.847,,0.397,,0,,0.065,0.13,0.065,0.13,0.477,0.954,0.08,0.161,-0.002,-0.004,0.082,0.164
David Strelec,Spezia,Serie A,2022,21,Forward,FW,4,125,0,,0.533,0.384,0.533,0.384,,,,,0,,0.068,0.049,0.068,0.049,0.469,0.338,0.008,0.005,-0.028,-0.02,0.035,0.026
Samuele Ricci,Torino,Serie A,2022,21,Midfielder,CM,3,269,0,,0.31,0.104,0.31,0.104,0.063,,0,,1,0.335,0.202,0.068,0.191,0.064,0.466,0.156,0.087,0.029,0.074,0.025,0.013,0.004
Valerio Verre,Sampdoria,Serie A,2022,28,Midfielder,CAM,5,203,0,,0.075,0.033,0.075,0.033,,,,,0,,0.429,0.19,0.428,0.19,0.458,0.203,0.141,0.063,0.119,0.053,0.022,0.01
Ademola Lookman,Atalanta,Serie A,2022,24,Midfielder,WAM,4,121,1,0.744,0.592,0.44,0.592,0.44,0.895,,0.404,,0,,0.044,0.032,0.039,0.029,0.454,0.337,0.027,0.02,-0.009,-0.007,0.036,0.027
Duván Zapata,Atalanta,Serie A,2022,31,Forward,FW,4,289,0,,0.584,0.182,0.584,0.182,0.29,,-0.051,,0,,0.181,0.056,0.181,0.056,0.453,0.141,0.044,0.014,-0.036,-0.011,0.08,0.025
Tomás Rincón,Sampdoria,Serie A,2022,34,Midfielder,DMC,5,427,0,,0.044,0.009,0.044,0.009,0.081,,0.067,,2,0.422,0.528,0.111,0.518,0.109,0.447,0.094,0.414,0.087,0.331,0.07,0.082,0.017
Fabio Miretti,Juventus,Serie A,2022,19,Midfielder,CAM,5,245,0,,0.452,0.166,0.452,0.166,,,,,1,0.367,0.57,0.209,0.134,0.049,0.435,0.16,0.182,0.067,0.09,0.033,0.091,0.034
Rick Karsdorp,Roma,Serie A,2022,27,Defender,FB,4,283,0,,0.095,0.03,0.095,0.03,,,,,0,,0.364,0.116,0.36,0.114,0.43,0.137,0.188,0.06,0.18,0.057,0.008,0.003
Giacomo Bonaventura,Fiorentina,Serie A,2022,33,Midfielder,WAM,3,248,1,0.363,0.636,0.231,0.636,0.231,0.98,,0.836,,0,,0.217,0.079,0.217,0.079,0.43,0.156,0.093,0.034,0.018,0.007,0.075,0.027
Lassana Coulibaly,Salernitana,Serie A,2022,26,Midfielder,CM,3,253,0,,0.089,0.032,0.089,0.032,,,,,1,0.356,0.426,0.152,0.426,0.151,0.427,0.152,0.333,0.119,0.212,0.076,0.121,0.043
Gregoire Defrel,Sassuolo,Serie A,2022,31,Forward,FW,4,122,0,,1.263,0.932,1.263,0.932,1.564,,0.414,,0,,0.006,0.005,0.006,0.005,0.427,0.315,-0.01,-0.007,-0.024,-0.018,0.014,0.011
Roberto Pereyra,Udinese,Serie A,2022,31,Midfielder,CAM,5,435,0,,0.287,0.059,0.287,0.059,0.012,,,,1,0.207,0.394,0.082,0.384,0.08,0.426,0.088,0.319,0.066,0.262,0.054,0.057,0.012
Stephan El Shaarawy,Roma,Serie A,2022,29,Forward,WAM,4,115,0,,0.298,0.233,0.298,0.233,0.636,,0.431,,0,,0.276,0.216,0.276,0.216,0.425,0.332,0.353,0.276,0.032,0.025,0.321,0.251
Rodrigo Becão,Udinese,Serie A,2022,26,Defender,CB,5,450,1,0.2,0.152,0.03,0.152,0.03,0.051,,-0.015,,1,0.2,0.54,0.108,0.526,0.105,0.424,0.085,0.388,0.078,0.372,0.074,0.017,0.003
Dany Mota,Monza,Serie A,2022,24,Forward,FW,2,54,1,1.667,0.549,0.914,0.549,0.914,0.547,,0.023,,0,,0.049,0.082,0.049,0.082,0.423,0.705,0.058,0.096,-0.049,-0.082,0.107,0.178
Filippo Bandinelli,Empoli,Serie A,2022,27,Midfielder,CM,4,297,0,,0.07,0.021,0.07,0.021,,,,,0,,0.39,0.118,0.378,0.114,0.419,0.127,0.122,0.037,0.037,0.011,0.085,0.026
Nicolás Domínguez,Bologna,Serie A,2022,24,Midfielder,CM,5,351,0,,0.207,0.053,0.207,0.053,0.205,,0.045,,0,,0.352,0.09,0.335,0.086,0.419,0.107,0.11,0.028,0.055,0.014,0.055,0.014
Christian Kouamé,Fiorentina,Serie A,2022,24,Forward,FW,4,261,1,0.345,0.383,0.132,0.383,0.132,0.87,,0.399,,1,0.345,0.312,0.108,0.311,0.107,0.413,0.142,0.287,0.099,0.073,0.025,0.214,0.074
Luis Alberto,Lazio,Serie A,2022,29,Midfielder,CAM,5,191,1,0.471,0.287,0.135,0.287,0.135,0.746,,0.518,,0,,0.341,0.16,0.312,0.147,0.41,0.193,0.316,0.149,0.261,0.123,0.055,0.026
Federico Fazio,Salernitana,Serie A,2022,35,Defender,CB,4,360,0,,0.623,0.156,0.623,0.156,0.752,,0.384,,0,,0.078,0.02,0.077,0.019,0.406,0.102,0.447,0.112,0.356,0.089,0.091,0.023
Lucas Martínez,Fiorentina,Serie A,2022,26,Defender,CB,5,375,0,,0.112,0.027,0.112,0.027,0.072,,0.024,,0,,0.425,0.102,0.424,0.102,0.389,0.093,0.697,0.167,0.537,0.129,0.16,0.039
Charles De Ketelaere,Milan,Serie A,2022,21,Midfielder,CM,5,209,0,,0.122,0.053,0.122,0.053,,,,,1,0.431,0.427,0.184,0.427,0.184,0.387,0.167,0.292,0.126,0.26,0.112,0.032,0.014
Jonathan Ikoné,Fiorentina,Serie A,2022,24,Midfielder,WAM,4,166,0,,0.499,0.271,0.499,0.271,0.377,,0.032,,0,,0.05,0.027,0.049,0.027,0.377,0.204,0.151,0.082,0.029,0.016,0.121,0.066
Jeremy Toljan,Sassuolo,Serie A,2022,28,Defender,FB,5,443,0,,0.073,0.015,0.073,0.015,,,,,1,0.203,0.411,0.084,0.403,0.082,0.376,0.076,0.516,0.105,0.416,0.084,0.1,0.02
Andrea Belotti,Roma,Serie A,2022,28,Forward,FW,2,55,0,,0.421,0.689,0.421,0.689,0.391,,-0.03,,0,,,,,,0.373,0.61,,,,,,
Ibañez,Roma,Serie A,2022,23,Defender,CB,5,450,1,0.2,0.486,0.097,0.486,0.097,0.294,,-0.134,,0,,0.025,0.005,0.021,0.004,0.367,0.073,0.122,0.024,0.088,0.018,0.034,0.007
Romelu Lukaku,Internazionale,Serie A,2022,29,Forward,FW,3,227,1,0.396,1.499,0.594,1.499,0.594,1.151,,0.153,,1,0.396,0.34,0.135,0.34,0.135,0.367,0.145,0.187,0.074,0.048,0.019,0.138,0.055
Arkadiusz Reca,Spezia,Serie A,2022,27,Midfielder,FB,5,436,0,,0.091,0.019,0.091,0.019,0.171,,0.143,,0,,0.374,0.077,0.357,0.074,0.366,0.076,0.402,0.083,0.232,0.048,0.169,0.035
Mario Pasalic,Atalanta,Serie A,2022,27,Midfielder,CM,3,237,0,,0.178,0.067,0.178,0.067,0.1,,0.054,,1,0.38,0.479,0.182,0.479,0.182,0.365,0.138,0.206,0.078,0.261,0.099,-0.055,-0.021
Assan Ceesay,Lecce,Serie A,2022,28,Forward,FW,4,242,1,0.372,0.485,0.18,0.485,0.18,0.697,,0.44,,0,,0.048,0.018,0.048,0.018,0.363,0.135,0.086,0.032,-0.041,-0.015,0.127,0.047
Marcelo Brozovic,Internazionale,Serie A,2022,29,Midfielder,CM,5,394,1,0.228,0.794,0.181,0.794,0.181,1.177,,0.606,,0,,0.195,0.045,0.192,0.044,0.357,0.082,0.175,0.04,0.118,0.027,0.057,0.013
Theo Hernández,Milan,Serie A,2022,24,Defender,FB,5,435,1,0.207,1.242,0.257,0.461,0.095,1.139,,0.259,,0,,0.225,0.046,0.221,0.046,0.356,0.074,0.708,0.147,0.304,0.063,0.405,0.084
Aleksa Terzic,Fiorentina,Serie A,2022,23,Defender,FB,3,186,0,,,,,,,,,,0,,0.38,0.184,0.378,0.183,0.352,0.17,0.078,0.038,0.013,0.006,0.065,0.031
Andrea Cambiaso,Bologna,Serie A,2022,22,Defender,CM,5,325,0,,0.066,0.018,0.066,0.018,,,,,0,,0.364,0.101,0.359,0.099,0.349,0.097,0.289,0.08,0.165,0.046,0.124,0.034
M'Bala Nzola,Spezia,Serie A,2022,26,Forward,FW,5,450,2,0.4,1.732,0.346,0.95,0.19,1.62,,0.072,,0,,0.207,0.041,0.207,0.041,0.345,0.069,-0.016,-0.003,-0.051,-0.01,0.035,0.007
Felipe Anderson,Lazio,Serie A,2022,29,Midfielder,WAM,5,363,1,0.248,0.486,0.121,0.486,0.121,0.877,,0.45,,1,0.248,0.351,0.087,0.35,0.087,0.337,0.084,0.352,0.087,0.301,0.075,0.051,0.013
Fabio Quagliarella,Sampdoria,Serie A,2022,39,Forward,FW,5,183,0,,0.671,0.33,0.671,0.33,0.149,,-0.012,,0,,0.2,0.098,0.2,0.098,0.336,0.165,0.108,0.053,0.028,0.014,0.08,0.04
Destiny Udogie,Udinese,Serie A,2022,19,Defender,FB,4,351,1,0.256,0.538,0.138,0.538,0.138,1.678,,0.216,,0,,0.197,0.051,0.193,0.05,0.331,0.085,0.705,0.181,0.216,0.055,0.49,0.126
Éderson,Atalanta,Serie A,2022,23,Midfielder,CM,2,103,0,,0.149,0.13,0.149,0.13,,,,,0,,0.375,0.328,0.361,0.316,0.328,0.287,0.031,0.027,-0.005,-0.005,0.037,0.032
Gabriel Strefezza,Lecce,Serie A,2022,25,Forward,WAM,4,276,1,0.326,0.317,0.103,0.317,0.103,0.739,,0.473,,0,,0.289,0.094,0.165,0.054,0.325,0.106,0.135,0.044,0.013,0.004,0.121,0.04
Salvatore Molina,Monza,Serie A,2022,30,Defender,WAM,3,170,0,,0.022,0.012,0.022,0.012,,,,,0,,0.34,0.18,0.338,0.179,0.323,0.171,0.154,0.081,0.096,0.051,0.058,0.031
Davide Calabria,Milan,Serie A,2022,25,Defender,FB,4,348,0,,0.199,0.051,0.199,0.051,,,,,1,0.259,0.246,0.064,0.211,0.055,0.322,0.083,0.447,0.116,0.373,0.097,0.074,0.019
Nicola Sansone,Bologna,Serie A,2022,30,Forward,WAM,4,153,0,,0.857,0.504,0.857,0.504,0.354,,-0.019,,0,,0.046,0.027,0.027,0.016,0.322,0.189,0.179,0.105,0.014,0.008,0.164,0.097
Filippo Terracciano,Verona,Serie A,2022,19,Midfielder,CM,4,257,0,,,,,,,,,,0,,0.366,0.128,0.366,0.128,0.321,0.112,0.267,0.093,0.187,0.066,0.079,0.028
Joakim Maehle,Atalanta,Serie A,2022,25,Defender,WAM,3,162,0,,0.851,0.473,0.851,0.473,,,,,1,0.556,0.121,0.067,0.119,0.066,0.32,0.178,0.066,0.037,0.119,0.066,-0.053,-0.029
