Full Name,Team,League,season,Age,Position,Role,Appearances,Time Played,Goals,Goals_p90,xG,xG_p90,npxG,npxG_p90,xGoT,xGoTA,SGA,Goals prevented per xGoT,Assists,Assists_p90,xA,xA_p90,opxA,opxA_p90,xOVA,xOVA_p90,xThreat,xThreat_p90,xThreat from passes,xThreat from passes_p90,xThreat from carries,xThreat from carries_p90
Mario Engels,Sparta Rotterdam,Eredivise,2022,28,Forward,WAM,3,25,0,,,,,,,,,,0,,0,0.001,0,0.001,-0.059,-0.212,-0.008,-0.028,-0.008,-0.028,,
Jasin-Amin Assehnoun,FC Emmen,Eredivise,2022,23,Midfielder,CM,6,134,0,,0.52,0.349,0.52,0.349,0.192,,-0.1,,0,,0.15,0.101,0.12,0.081,-0.069,-0.046,0.083,0.055,-0.087,-0.058,0.169,0.114
Serano Seymor,Excelsior Rotterdam,Eredivise,2022,20,Defender,CB,2,70,1,1.286,0.083,0.107,0.083,0.107,0.77,,0.327,,0,,0.004,0.005,0.004,0.005,-0.08,-0.103,0.028,0.036,0.028,0.037,0,-0.001
Sondre Tronstad,Vitesse,Eredivise,2022,27,Midfielder,CM,4,358,0,,0.236,0.059,0.236,0.059,0.377,,0.242,,0,,0.083,0.021,0.083,0.021,-0.081,-0.02,0.114,0.029,0.098,0.025,0.016,0.004
Romano Postema,FC Groningen,Eredivise,2022,20,Forward,FW,2,34,0,,0.045,0.12,0.045,0.12,0.035,,-0.01,,0,,0.012,0.032,0.012,0.032,-0.085,-0.225,0.018,0.047,0.017,0.045,0.001,0.002
Imran Nazih,FC Volendam,Eredivise,2022,16,Forward,FW,2,24,0,,,,,,,,,,0,,0.027,0.1,0.027,0.1,-0.101,-0.38,-0.032,-0.121,-0.041,-0.155,0.009,0.034
Sven Nieuwpoort,Excelsior Rotterdam,Eredivise,2022,29,Defender,FB,6,468,0,,0.093,0.018,0.093,0.018,,,,,0,,0.018,0.003,0.016,0.003,-0.113,-0.022,0.009,0.002,0.064,0.012,-0.055,-0.011
Lennerd Daneels,RKC Waalwijk,Eredivise,2022,24,Forward,WAM,3,180,0,,,,,,,,,,0,,0.313,0.157,0.253,0.127,-0.117,-0.059,0.042,0.021,-0.041,-0.021,0.083,0.041
Mayckel Lahdo,AZ,Eredivise,2022,19,Forward,FW,6,149,0,,0.053,0.032,0.053,0.032,,,,,1,0.604,0.077,0.047,0.077,0.047,-0.118,-0.071,0.111,0.067,0.045,0.027,0.067,0.04
Arno Verschueren,Sparta Rotterdam,Eredivise,2022,25,Midfielder,DMC,4,195,0,,0.055,0.026,0.055,0.026,,,,,0,,0.144,0.067,0.144,0.067,-0.123,-0.057,0.049,0.023,0.008,0.004,0.041,0.019
Dario Van den Buijs,RKC Waalwijk,Eredivise,2022,26,Defender,CB,5,443,1,0.203,0.192,0.039,0.192,0.039,0.199,,0.096,,1,0.203,0.513,0.104,0.113,0.023,-0.146,-0.03,0.253,0.051,0.379,0.077,-0.126,-0.025
Ramon Pascal Lundqvist,FC Groningen,Eredivise,2022,25,Midfielder,CAM,3,169,0,,0.152,0.081,0.152,0.081,,,,,0,,0.018,0.01,0.017,0.009,-0.18,-0.096,0.005,0.003,0.001,0.001,0.004,0.002
Simon Olsson,sc Heerenveen,Eredivise,2022,24,Midfielder,CM,6,163,0,,0.156,0.086,0.156,0.086,,,,,0,,0.14,0.077,0.14,0.077,-0.23,-0.127,-0.016,-0.009,0.02,0.011,-0.036,-0.02
Mike van Duinen,Excelsior Rotterdam,Eredivise,2022,30,Forward,FW,4,208,0,,0.745,0.323,0.745,0.323,0.409,,0.179,,0,,0.049,0.021,0.049,0.021,-0.257,-0.111,0.142,0.061,0.063,0.027,0.079,0.034
Dimitrios Siovas,Fortuna Sittard,Eredivise,2022,33,Defender,CB,6,522,0,,0.212,0.037,0.212,0.037,0.036,,0.011,,0,,0.069,0.012,0.068,0.012,-0.272,-0.047,0.167,0.029,0.21,0.036,-0.043,-0.007
Richairo Zivkovic,FC Emmen,Eredivise,2022,26,Forward,FW,6,471,0,,1.111,0.212,1.111,0.212,,,,,0,,0.112,0.021,0.112,0.021,-0.419,-0.08,-0.434,-0.083,-0.126,-0.024,-0.308,-0.059
Hans Mulder,RKC Waalwijk,Eredivise,2022,35,Defender,DMC,1,8,0,,,,,,,,,,0,,,,,,,,-0.001,-0.006,0,0.004,-0.001,-0.01
Noah Naujoks,Feyenoord,Eredivise,2022,20,Midfielder,CM,1,5,0,,,,,,,,,,0,,0,0.003,0,0.003,,,-0.001,-0.025,-0.003,-0.049,0.001,0.023
Ricardo Pepi,FC Groningen,Eredivise,2022,19,Forward,FW,1,45,0,,,,,,,,,,1,2,,,,,,,,,,,,
